index,ds,227645,230054,247467,265812,269255,283639
471,2011-04-20 00:00:00,1728,1634,2560,1280,1408,425
472,2011-04-21 00:00:00,1024,1836,1984,1216,704,732
473,2011-04-22 00:00:00,1138,3860,2352,768,1024,787
474,2011-04-23 00:00:00,672,4564,768,1024,0,732
475,2011-04-24 00:00:00,0,0,0,0,0,0
476,2011-04-25 00:00:00,1216,2650,3072,1152,1280,860
477,2011-04-26 00:00:00,1024,4092,2560,1024,1024,429
478,2011-04-27 00:00:00,1536,2420,2560,1216,768,425
479,2011-04-28 00:00:00,1280,2584,1536,1152,1024,1223
480,2011-04-29 00:00:00,1280,3532,3776,1328,1280,1001
481,2011-04-30 00:00:00,0,1248,512,1078,0,1185
482,2011-05-01 00:00:00,0,0,0,0,0,0
483,2011-05-02 00:00:00,768,2208,3328,1040,0,1010
484,2011-05-03 00:00:00,1248,1018,1792,768,736,499
485,2011-05-04 00:00:00,2032,3958,3712,1088,2304,1962
486,2011-05-05 00:00:00,0,1510,768,768,0,0
487,2011-05-06 00:00:00,1280,3744,2592,1280,992,958
488,2011-05-07 00:00:00,256,4468,0,1024,0,681
489,2011-05-08 00:00:00,0,0,0,0,0,0
490,2011-05-09 00:00:00,1792,3176,3584,1216,0,983
491,2011-05-10 00:00:00,0,1018,1280,0,0,430
492,2011-05-11 00:00:00,1280,288,2304,1056,768,929
493,2011-05-12 00:00:00,1792,934,2560,1344,256,1147
494,2011-05-13 00:00:00,1792,2684,2816,1280,512,460
495,2011-05-14 00:00:00,1280,884,256,960,0,1038
496,2011-05-15 00:00:00,0,0,0,0,0,0
497,2011-05-16 00:00:00,1472,204,2304,1216,0,826
498,2011-05-17 00:00:00,736,1394,1792,1472,512,621
499,2011-05-18 00:00:00,1280,730,2304,1280,768,943
500,2011-05-19 00:00:00,1024,1664,1280,1408,1024,429
501,2011-05-20 00:00:00,1024,3658,2560,704,768,1128
502,2011-05-21 00:00:00,768,1588,752,800,0,734
503,2011-05-22 00:00:00,0,0,0,0,0,0
504,2011-05-23 00:00:00,1024,1546,2560,0,0,743
505,2011-05-24 00:00:00,1536,1036,2096,384,512,1184
506,2011-05-25 00:00:00,1024,3130,2944,1132,1024,425
507,2011-05-26 00:00:00,1504,1850,1728,1024,896,1229
508,2011-05-27 00:00:00,1536,2908,2560,1056,512,1120
509,2011-05-28 00:00:00,1024,576,256,372,0,427
510,2011-05-29 00:00:00,0,0,0,0,0,0
511,2011-05-30 00:00:00,1536,0,1024,1312,0,1298
512,2011-05-31 00:00:00,1024,1190,1600,1264,0,429
513,2011-06-01 00:00:00,512,1292,1984,1184,768,493
514,2011-06-02 00:00:00,1280,1256,1792,960,512,1219
515,2011-06-03 00:00:00,860,1984,2496,1184,960,1662
516,2011-06-04 00:00:00,1024,2956,426,1616,0,502
517,2011-06-05 00:00:00,0,0,0,0,0,0
518,2011-06-06 00:00:00,0,0,768,384,0,0
519,2011-06-07 00:00:00,1180,612,2048,896,768,1380
520,2011-06-08 00:00:00,1280,0,2560,640,1024,442
521,2011-06-09 00:00:00,1280,1274,1536,1344,1024,780
522,2011-06-10 00:00:00,1792,3040,3072,1376,768,1530
523,2011-06-11 00:00:00,768,864,0,576,0,1215
524,2011-06-12 00:00:00,0,0,0,0,0,0
525,2011-06-13 00:00:00,1024,1818,2560,1248,0,478
526,2011-06-14 00:00:00,1728,1732,1792,384,768,1186
527,2011-06-15 00:00:00,676,1300,2336,192,768,478
528,2011-06-16 00:00:00,1216,2970,2304,960,704,187
529,2011-06-17 00:00:00,1280,2058,2048,1184,768,1468
530,2011-06-18 00:00:00,736,3474,512,192,0,950
531,2011-06-19 00:00:00,0,0,0,0,0,0
532,2011-06-20 00:00:00,1280,1292,2816,1216,0,717
533,2011-06-21 00:00:00,1280,0,2560,1120,0,636
534,2011-06-22 00:00:00,1536,0,2281,1024,512,429
535,2011-06-23 00:00:00,1792,0,2240,880,512,990
536,2011-06-24 00:00:00,1664,0,2858,1361,736,685
537,2011-06-25 00:00:00,511,0,0,0,0,742
538,2011-06-26 00:00:00,0,0,0,0,0,0
539,2011-06-27 00:00:00,1536,0,2048,1376,768,858
540,2011-06-28 00:00:00,512,0,2336,992,768,1121
541,2011-06-29 00:00:00,768,0,2304,1024,1024,850
542,2011-06-30 00:00:00,1008,0,2032,928,1024,917
543,2011-07-01 00:00:00,752,1172,2544,736,768,781
544,2011-07-02 00:00:00,0,544,512,1088,0,1198
545,2011-07-03 00:00:00,0,0,0,0,0,0
546,2011-07-04 00:00:00,1280,0,2816,1152,1024,931
547,2011-07-05 00:00:00,1280,476,2304,1152,512,967
548,2011-07-06 00:00:00,1024,442,2048,1110,1280,629
549,2011-07-07 00:00:00,1536,442,2240,1152,768,686
550,2011-07-08 00:00:00,1472,442,3520,1110,768,425
551,2011-07-09 00:00:00,1024,0,448,724,0,1018
552,2011-07-10 00:00:00,0,0,0,0,0,0
553,2011-07-11 00:00:00,1248,576,2720,1376,768,681
554,2011-07-12 00:00:00,448,1802,2816,1408,768,985
555,2011-07-13 00:00:00,1504,918,2048,832,960,992
556,2011-07-14 00:00:00,1024,730,2047,756,512,945
557,2011-07-15 00:00:00,1216,238,3252,960,768,925
558,2011-07-16 00:00:00,480,1732,256,1376,0,957
559,2011-07-17 00:00:00,0,0,0,0,0,0
560,2011-07-18 00:00:00,1280,0,2816,1376,768,998
561,2011-07-19 00:00:00,1280,510,2272,1824,768,429
562,2011-07-20 00:00:00,1180,526,3360,960,672,910
563,2011-07-21 00:00:00,1024,576,2048,1152,512,1020
564,2011-07-22 00:00:00,1536,1734,2976,1140,768,1171
565,2011-07-23 00:00:00,1024,730,1216,960,192,954
566,2011-07-24 00:00:00,0,0,0,0,0,0
567,2011-07-25 00:00:00,1728,426,3344,1216,948,997
568,2011-07-26 00:00:00,767,780,2752,1264,854,483
569,2011-07-27 00:00:00,960,442,2240,1152,1024,1179
570,2011-07-28 00:00:00,384,818,3008,1408,1024,985
571,2011-07-29 00:00:00,896,576,2528,1325,768,1075
572,2011-07-30 00:00:00,512,1104,1024,448,256,430
573,2011-07-31 00:00:00,0,0,0,0,0,0
574,2011-08-01 00:00:00,1024,512,752,768,704,1572
575,2011-08-02 00:00:00,752,868,704,756,1216,430
576,2011-08-03 00:00:00,960,750,1024,1696,512,711
577,2011-08-04 00:00:00,992,544,1280,960,1200,467
578,2011-08-05 00:00:00,1280,730,768,960,752,717
579,2011-08-06 00:00:00,1024,832,320,768,0,462
580,2011-08-07 00:00:00,0,0,0,0,0,0
581,2011-08-08 00:00:00,1328,680,3072,948,0,1037
582,2011-08-09 00:00:00,1148,288,2240,1600,0,773
583,2011-08-10 00:00:00,888,832,2872,1152,512,450
584,2011-08-11 00:00:00,1216,1088,1920,1588,704,757
585,2011-08-12 00:00:00,1756,850,3456,1888,1216,1258
586,2011-08-13 00:00:00,652,1582,1472,1920,512,336
587,2011-08-14 00:00:00,0,0,0,0,0,0
588,2011-08-15 00:00:00,0,0,1280,0,0,0
589,2011-08-16 00:00:00,1248,1274,2496,1024,768,1107
590,2011-08-17 00:00:00,1248,1122,2464,1344,992,640
591,2011-08-18 00:00:00,1280,0,2307,1200,1152,1148
592,2011-08-19 00:00:00,1024,0,2560,816,992,901
593,2011-08-20 00:00:00,496,272,749,384,768,476
594,2011-08-21 00:00:00,0,0,0,0,0,0
595,2011-08-22 00:00:00,1280,0,3328,1216,992,904
596,2011-08-23 00:00:00,1280,1156,2560,1408,1008,820
597,2011-08-24 00:00:00,992,0,2848,1408,912,429
598,2011-08-25 00:00:00,1536,494,2048,1216,960,1326
599,2011-08-26 00:00:00,1792,0,2496,1504,1158,817
600,2011-08-27 00:00:00,0,1224,256,960,758,879
601,2011-08-28 00:00:00,0,0,0,0,0,0
602,2011-08-29 00:00:00,1216,238,2944,1024,912,1032
603,2011-08-30 00:00:00,1216,680,2304,1344,1152,1149
604,2011-08-31 00:00:00,256,1120,2496,1344,944,1324
605,2011-09-01 00:00:00,768,864,2574,1216,928,907
606,2011-09-02 00:00:00,1472,2984,2560,1140,1168,1092
607,2011-09-03 00:00:00,768,1334,256,1280,1152,717
608,2011-09-04 00:00:00,0,0,0,0,0,0
609,2011-09-05 00:00:00,1023,544,2592,1024,1472,583
610,2011-09-06 00:00:00,1024,288,2560,576,512,1323
611,2011-09-07 00:00:00,1536,780,2048,1536,512,1244
612,2011-09-08 00:00:00,1280,4154,2304,1280,512,1283
613,2011-09-09 00:00:00,1248,2194,2048,1344,256,2094
614,2011-09-10 00:00:00,0,0,0,192,0,510
615,2011-09-11 00:00:00,0,0,0,0,0,0
616,2011-09-13 00:00:00,0,0,0,0,0,0
617,2011-09-14 00:00:00,1504,0,768,832,512,326
618,2011-09-15 00:00:00,768,680,2032,1152,1024,510
619,2011-09-16 00:00:00,1536,1852,2304,768,1216,1104
620,2011-09-17 00:00:00,768,986,0,576,512,493
621,2011-09-18 00:00:00,0,0,0,0,0,0
622,2011-09-19 00:00:00,1280,442,2304,960,768,713
623,2011-09-20 00:00:00,1792,986,2656,1408,1024,701
624,2011-09-21 00:00:00,1760,2466,2112,1216,768,821
625,2011-09-22 00:00:00,992,2208,3072,1344,960,937
626,2011-09-23 00:00:00,992,2414,3200,1472,768,1389
627,2011-09-24 00:00:00,256,680,256,724,768,493
628,2011-09-25 00:00:00,0,0,0,0,0,0
629,2011-09-26 00:00:00,1024,746,2752,1152,768,810
630,2011-09-27 00:00:00,1536,730,2304,672,1024,1329
631,2011-09-28 00:00:00,1280,0,2688,1408,768,753
632,2011-09-29 00:00:00,1504,204,2048,768,1024,1787
633,2011-09-30 00:00:00,1024,1326,3124,1332,1280,879
634,2011-10-01 00:00:00,0,396,1472,960,512,1012
635,2011-10-02 00:00:00,0,0,0,0,0,0
636,2011-10-03 00:00:00,0,0,1280,1152,0,0
637,2011-10-04 00:00:00,1248,0,1984,960,768,869
638,2011-10-05 00:00:00,1024,0,3200,832,1024,858
639,2011-10-06 00:00:00,1520,442,3520,960,1264,937
640,2011-10-07 00:00:00,1696,884,2816,960,1024,685
641,2011-10-08 00:00:00,1536,0,0,2144,0,440
642,2011-10-09 00:00:00,0,0,0,0,0,0
643,2011-10-10 00:00:00,960,0,3008,1344,768,1469
644,2011-10-11 00:00:00,1280,1122,2560,1344,1024,433
645,2011-10-12 00:00:00,1280,1494,2535,832,1024,679
646,2011-10-13 00:00:00,1280,960,2304,1152,1024,563
647,2011-10-14 00:00:00,1024,1306,2816,1216,1280,911
648,2011-10-15 00:00:00,1252,544,1272,1152,496,918
649,2011-10-16 00:00:00,0,0,0,0,0,0
650,2011-10-17 00:00:00,1248,256,3200,1472,768,429
651,2011-10-18 00:00:00,1536,2786,2176,1664,1024,436
652,2011-10-19 00:00:00,992,0,2432,1184,1024,653
653,2011-10-20 00:00:00,768,0,2688,1152,1024,947
654,2011-10-21 00:00:00,0,832,2304,1280,1280,758
655,2011-10-22 00:00:00,0,1958,1024,1664,1152,502
656,2011-10-23 00:00:00,0,0,0,0,0,0
657,2011-10-24 00:00:00,1024,512,2560,0,0,429
658,2011-10-25 00:00:00,2240,686,2208,1088,768,758
659,2011-10-26 00:00:00,960,460,2384,960,896,909
660,2011-10-27 00:00:00,1280,0,2304,1200,1216,1210
661,2011-10-28 00:00:00,1792,0,2624,1248,768,324
662,2011-10-29 00:00:00,768,1152,512,1600,0,951
663,2011-10-30 00:00:00,0,0,0,0,0,0
664,2011-10-31 00:00:00,2048,576,2688,1216,1024,478
665,2011-11-01 00:00:00,1760,0,2364,960,1280,1228
666,2011-11-02 00:00:00,1024,1120,3008,1472,768,502
667,2011-11-03 00:00:00,1024,0,1968,1440,1024,982
668,2011-11-04 00:00:00,1536,1546,2816,960,768,429
669,2011-11-05 00:00:00,512,1206,256,1408,1024,882
670,2011-11-06 00:00:00,0,0,0,0,0,0
671,2011-11-07 00:00:00,1536,0,3072,1344,896,495
672,2011-11-08 00:00:00,1248,0,1728,1896,1024,945
673,2011-11-09 00:00:00,1536,0,2772,1216,1024,685
674,2011-11-10 00:00:00,1280,1440,1792,1952,1024,324
675,2011-11-11 00:00:00,768,864,2676,1216,768,928
676,2011-11-12 00:00:00,256,800,256,1408,0,494
677,2011-11-13 00:00:00,0,0,0,0,0,0
678,2011-11-14 00:00:00,1504,256,2560,1088,768,934
679,2011-11-15 00:00:00,1536,544,2048,1344,512,681
680,2011-11-16 00:00:00,1280,544,2240,1344,512,502
681,2011-11-17 00:00:00,1024,0,1920,1152,512,685
682,2011-11-18 00:00:00,1024,0,2048,1152,768,685
683,2011-11-19 00:00:00,512,0,0,768,640,776
684,2011-11-20 00:00:00,0,0,0,0,0,0
685,2011-11-21 00:00:00,1536,0,2293,960,768,685
686,2011-11-22 00:00:00,1792,0,1280,960,640,767
687,2011-11-23 00:00:00,768,0,2664,1216,1280,429
688,2011-11-24 00:00:00,1024,0,1792,956,1024,625
689,2011-11-25 00:00:00,448,256,2240,1088,1536,1187
690,2011-11-26 00:00:00,768,848,0,1213,768,502
691,2011-11-27 00:00:00,0,0,0,0,0,0
692,2011-11-28 00:00:00,768,170,2560,1216,1184,685
693,2011-11-29 00:00:00,1024,576,2304,1280,1024,435
694,2011-11-30 00:00:00,992,0,2496,1565,1536,854
695,2011-12-01 00:00:00,1280,0,2304,1536,1024,681
696,2011-12-02 00:00:00,512,698,2848,1152,768,685
697,2011-12-03 00:00:00,1024,238,256,1536,0,494
698,2011-12-04 00:00:00,0,0,0,0,0,0
699,2011-12-05 00:00:00,512,0,2816,1600,768,685
700,2011-12-06 00:00:00,1280,442,2048,896,768,425
701,2011-12-07 00:00:00,1536,0,2816,384,512,0
702,2011-12-08 00:00:00,1024,0,2048,1344,768,522
703,2011-12-09 00:00:00,768,730,3328,1344,768,685
704,2011-12-10 00:00:00,512,288,256,1562,0,512
705,2011-12-11 00:00:00,0,0,0,0,0,0
706,2011-12-12 00:00:00,1024,0,2304,992,768,1212
707,2011-12-13 00:00:00,960,0,1536,1466,1024,431
708,2011-12-14 00:00:00,1280,0,2048,1344,256,499
709,2011-12-15 00:00:00,1264,0,2846,1408,768,664
710,2011-12-16 00:00:00,512,730,2560,1050,768,502
711,2011-12-17 00:00:00,256,416,512,1792,768,758
712,2011-12-18 00:00:00,0,0,0,0,0,0
713,2011-12-19 00:00:00,1280,868,2592,960,704,685
714,2011-12-20 00:00:00,1024,730,2048,1294,1024,522
715,2011-12-21 00:00:00,480,1742,2560,960,768,685
716,2011-12-22 00:00:00,768,1052,1968,1344,1024,859
717,2011-12-23 00:00:00,1280,1818,2967,1536,960,1005
718,2011-12-24 00:00:00,0,426,256,1248,0,744
719,2011-12-25 00:00:00,0,0,0,0,0,0
720,2011-12-26 00:00:00,768,714,2048,2290,768,1037
721,2011-12-27 00:00:00,1024,1580,1792,1056,1024,425
722,2011-12-28 00:00:00,1280,1454,2816,1408,1008,1182
723,2011-12-29 00:00:00,768,1454,512,1664,1216,1189
724,2011-12-30 00:00:00,256,0,1280,1792,448,685
725,2011-12-31 00:00:00,0,1018,512,0,0,1285
726,2012-01-01 00:00:00,0,0,0,0,0,0
727,2012-01-02 00:00:00,1536,288,2304,1152,1024,758
728,2012-01-03 00:00:00,992,2342,2816,1600,768,1545
729,2012-01-04 00:00:00,1280,2266,2304,1600,1280,685
730,2012-01-05 00:00:00,1536,2710,2560,2720,1280,859
731,2012-01-06 00:00:00,992,3394,3328,544,1536,982
732,2012-01-07 00:00:00,1008,1818,256,1600,1024,493
733,2012-01-08 00:00:00,0,0,0,0,0,0
734,2012-01-09 00:00:00,1792,3056,2816,1344,704,1442
735,2012-01-10 00:00:00,1280,1306,2304,832,768,854
736,2012-01-11 00:00:00,1280,2528,2048,1536,1280,1114
737,2012-01-12 00:00:00,1536,2376,2560,1664,768,431
738,2012-01-13 00:00:00,768,3758,2816,960,1280,1160
739,2012-01-14 00:00:00,456,1850,512,1152,768,2006
740,2012-01-15 00:00:00,0,0,0,0,0,0
741,2012-01-16 00:00:00,1224,2608,2816,1344,768,1062
742,2012-01-17 00:00:00,1248,3664,2816,1728,768,1308
743,2012-01-18 00:00:00,1280,1882,2048,1632,768,1294
744,2012-01-19 00:00:00,1248,2412,2744,1728,1024,1360
745,2012-01-20 00:00:00,680,3814,2304,960,1024,2763
746,2012-01-21 00:00:00,256,1242,0,0,0,512
747,2012-01-22 00:00:00,0,0,0,0,0,0
748,2012-01-24 00:00:00,0,0,0,0,0,0
749,2012-01-25 00:00:00,1280,4190,768,1152,768,429
750,2012-01-26 00:00:00,0,2054,2560,832,512,871
751,2012-01-27 00:00:00,1024,2990,1792,1216,768,452
752,2012-01-28 00:00:00,512,1274,0,1344,0,1257
753,2012-01-29 00:00:00,0,0,0,0,0,0
754,2012-01-30 00:00:00,1024,1732,1984,1280,256,502
755,2012-01-31 00:00:00,0,1894,2048,960,512,681
756,2012-02-01 00:00:00,512,2526,1792,768,512,425
757,2012-02-02 00:00:00,512,2870,2800,832,1024,1768
758,2012-02-03 00:00:00,768,3382,2816,1536,960,931
759,2012-02-04 00:00:00,0,4122,0,768,0,466
760,2012-02-05 00:00:00,0,0,0,0,0,0
761,2012-02-06 00:00:00,768,2106,2304,1344,512,1205
762,2012-02-07 00:00:00,1792,3272,1792,800,1024,1470
763,2012-02-08 00:00:00,1024,3040,1503,1184,768,932
764,2012-02-09 00:00:00,768,2872,2304,1632,768,1112
765,2012-02-10 00:00:00,1024,2718,1704,1504,960,1187
766,2012-02-11 00:00:00,0,1904,0,1344,768,1084
767,2012-02-12 00:00:00,0,0,0,0,0,0
768,2012-02-13 00:00:00,768,2852,2304,1152,0,858
769,2012-02-14 00:00:00,1536,3684,2048,384,1024,425
770,2012-02-15 00:00:00,992,2764,2304,192,1024,685
771,2012-02-16 00:00:00,1152,3244,2240,768,768,1004
772,2012-02-17 00:00:00,768,2906,2272,1280,1024,921
773,2012-02-18 00:00:00,0,1528,0,960,768,933
774,2012-02-19 00:00:00,0,0,0,0,0,0
775,2012-02-20 00:00:00,1024,2442,2048,1600,0,1049
776,2012-02-21 00:00:00,1792,3008,2368,960,768,1206
777,2012-02-22 00:00:00,1792,2072,1696,1280,1024,1142
778,2012-02-23 00:00:00,960,1854,2560,1024,1024,856
779,2012-02-24 00:00:00,768,3024,1920,1280,512,1302
780,2012-02-25 00:00:00,256,2244,256,1408,768,425
781,2012-02-26 00:00:00,0,0,0,0,0,0
782,2012-02-27 00:00:00,1760,1224,1792,1408,256,1519
783,2012-02-28 00:00:00,1024,1426,2624,2152,512,1335
784,2012-02-29 00:00:00,448,3888,3452,2048,1984,2117
785,2012-03-01 00:00:00,0,1900,512,0,448,0
786,2012-03-02 00:00:00,1280,3184,1536,2332,512,856
787,2012-03-03 00:00:00,512,1700,512,640,0,1113
788,2012-03-04 00:00:00,0,0,0,0,0,0
789,2012-03-05 00:00:00,768,2974,2048,576,1024,681
790,2012-03-06 00:00:00,1536,2940,2560,960,896,939
791,2012-03-07 00:00:00,1792,3142,2048,1152,768,731
792,2012-03-08 00:00:00,1408,2768,2560,832,1280,1211
793,2012-03-09 00:00:00,2000,2586,2048,1152,768,1192
794,2012-03-10 00:00:00,0,1802,0,1728,0,1191
795,2012-03-11 00:00:00,0,0,0,0,0,0
796,2012-03-12 00:00:00,1008,1020,1536,1216,192,1173
797,2012-03-13 00:00:00,1728,2854,2304,1728,768,429
798,2012-03-14 00:00:00,2048,2764,2048,1536,1216,502
799,2012-03-15 00:00:00,1736,2784,2304,1536,1216,1187
800,2012-03-16 00:00:00,1152,4130,1792,2240,768,941
801,2012-03-17 00:00:00,0,2780,512,1856,512,1195
802,2012-03-18 00:00:00,0,0,0,0,0,0
803,2012-03-19 00:00:00,1536,2322,2304,1408,256,942
804,2012-03-20 00:00:00,768,3362,1792,640,704,685
805,2012-03-21 00:00:00,1280,1588,2304,1216,1024,1078
806,2012-03-22 00:00:00,1024,2410,1792,1152,960,959
807,2012-03-23 00:00:00,2304,3508,2560,1408,960,836
808,2012-03-24 00:00:00,0,4056,256,1408,768,224
809,2012-03-25 00:00:00,0,0,0,0,0,0
810,2012-03-26 00:00:00,768,2086,2304,1280,0,1967
811,2012-03-27 00:00:00,1280,3022,2048,800,1024,929
812,2012-03-28 00:00:00,768,2056,2816,1280,512,777
813,2012-03-29 00:00:00,512,3082,2048,1200,1280,935
814,2012-03-30 00:00:00,512,1860,3229,1344,768,1191
815,2012-03-31 00:00:00,256,2846,256,768,0,935
816,2012-04-01 00:00:00,0,0,0,0,0,0
817,2012-04-02 00:00:00,1024,1908,1792,1344,0,1191
818,2012-04-03 00:00:00,1024,3800,2304,1216,768,1155
819,2012-04-04 00:00:00,1024,1734,1792,1280,768,1428
820,2012-04-05 00:00:00,1280,2394,768,1600,1008,2393
821,2012-04-06 00:00:00,1280,3870,1536,1216,1344,1370
822,2012-04-07 00:00:00,256,2260,256,1088,512,0
823,2012-04-08 00:00:00,0,0,0,0,0,0
824,2012-04-09 00:00:00,1024,1706,2304,1280,0,864
825,2012-04-10 00:00:00,1280,1726,1536,1472,1536,2568
826,2012-04-11 00:00:00,768,2852,512,448,256,931
827,2012-04-12 00:00:00,1280,714,2048,448,1216,429
828,2012-04-13 00:00:00,1024,2900,1536,896,1024,0
829,2012-04-14 00:00:00,256,512,0,768,512,1273
830,2012-04-15 00:00:00,0,0,0,0,0,0
831,2012-04-16 00:00:00,1376,1664,1728,1920,0,1008
832,2012-04-17 00:00:00,1024,1394,1280,1024,1280,1462
833,2012-04-18 00:00:00,1536,786,2048,1600,960,937
834,2012-04-19 00:00:00,1280,606,1920,1600,1152,979
835,2012-04-20 00:00:00,1024,1054,2048,432,768,885
836,2012-04-21 00:00:00,768,544,0,640,512,1363
837,2012-04-22 00:00:00,0,0,0,0,0,0
838,2012-04-23 00:00:00,2304,544,2048,1216,256,657
839,2012-04-24 00:00:00,2048,1444,1536,1088,768,1297
840,2012-04-25 00:00:00,512,1870,2048,960,1024,431
841,2012-04-26 00:00:00,1536,954,1536,1216,1024,929
842,2012-04-27 00:00:00,768,1530,1792,1280,1024,1431
843,2012-04-28 00:00:00,256,714,0,576,0,678
844,2012-04-29 00:00:00,0,0,0,0,0,0
845,2012-04-30 00:00:00,1024,724,1792,1280,768,850
846,2012-05-01 00:00:00,256,0,768,640,1024,1004
847,2012-05-02 00:00:00,1792,0,1536,1312,1280,1106
848,2012-05-03 00:00:00,1024,1242,1792,832,768,854
849,2012-05-04 00:00:00,2304,1598,2560,1456,1024,1919
850,2012-05-05 00:00:00,0,698,0,192,0,586
851,2012-05-06 00:00:00,0,0,0,0,0,0
852,2012-05-07 00:00:00,1536,2548,3008,1648,768,1056
853,2012-05-08 00:00:00,1024,1068,1536,1056,1024,913
854,2012-05-09 00:00:00,1500,2240,2304,1072,1024,1187
855,2012-05-10 00:00:00,1280,2014,1280,1280,1024,440
856,2012-05-11 00:00:00,1280,2412,1280,1328,1792,1014
857,2012-05-12 00:00:00,256,3528,0,1008,192,1183
858,2012-05-13 00:00:00,0,0,0,0,0,0
859,2012-05-14 00:00:00,1280,1258,2304,1216,0,685
860,2012-05-15 00:00:00,1280,442,1536,1632,1024,933
861,2012-05-16 00:00:00,1536,1172,2816,1328,512,879
862,2012-05-17 00:00:00,768,1428,1280,1408,1280,681
863,2012-05-18 00:00:00,768,2702,2240,1216,768,927
864,2012-05-19 00:00:00,256,1998,0,384,1280,927
865,2012-05-20 00:00:00,0,0,0,0,0,0
866,2012-05-21 00:00:00,1280,2272,1536,0,768,850
867,2012-05-22 00:00:00,1024,3448,1792,1392,1024,918
868,2012-05-23 00:00:00,1280,1120,2432,1120,1024,1212
869,2012-05-24 00:00:00,512,2636,1792,1344,1024,927
870,2012-05-25 00:00:00,1024,6166,2752,1472,0,1302
871,2012-05-26 00:00:00,768,2308,768,1152,0,687
872,2012-05-27 00:00:00,0,0,0,0,0,0
873,2012-05-28 00:00:00,0,0,0,0,0,0
874,2012-05-29 00:00:00,1280,1556,1744,1216,512,1698
875,2012-05-30 00:00:00,768,2156,1984,832,1024,629
876,2012-05-31 00:00:00,1024,3016,1792,768,768,1567
877,2012-06-01 00:00:00,1049,2514,2048,1344,1024,1579
878,2012-06-02 00:00:00,512,1396,768,768,704,750
879,2012-06-03 00:00:00,0,0,0,0,0,0
880,2012-06-04 00:00:00,1792,170,1984,1216,768,681
881,2012-06-05 00:00:00,768,1460,2560,1152,1536,1869
882,2012-06-06 00:00:00,736,306,512,960,256,0
883,2012-06-07 00:00:00,1280,832,1536,768,1280,873
884,2012-06-08 00:00:00,768,2106,2240,1216,1024,1561
885,2012-06-09 00:00:00,512,1548,0,768,704,927
886,2012-06-10 00:00:00,0,0,0,0,0,0
887,2012-06-11 00:00:00,1248,288,2240,1280,768,1074
888,2012-06-12 00:00:00,1024,0,1984,1328,960,927
889,2012-06-13 00:00:00,2304,442,1536,1264,1024,1411
890,2012-06-14 00:00:00,1024,288,2154,1408,1024,850
891,2012-06-15 00:00:00,767,2140,1536,1728,1024,836
892,2012-06-16 00:00:00,512,1748,256,192,768,927
893,2012-06-17 00:00:00,0,0,0,0,0,0
894,2012-06-18 00:00:00,1472,458,2048,1056,768,852
895,2012-06-19 00:00:00,992,458,1728,1140,1024,933
896,2012-06-20 00:00:00,1280,0,1984,816,1024,856
897,2012-06-21 00:00:00,1280,492,1280,832,1024,1298
898,2012-06-22 00:00:00,1024,0,1728,1200,1024,2013
899,2012-06-23 00:00:00,0,526,0,1088,0,2015
900,2012-06-24 00:00:00,0,0,0,0,0,0
901,2012-06-25 00:00:00,1024,238,2240,1264,0,1155
902,2012-06-26 00:00:00,1536,588,1984,384,704,806
903,2012-06-27 00:00:00,1280,698,1792,880,960,987
904,2012-06-28 00:00:00,1280,1978,1536,1264,1280,927
905,2012-06-29 00:00:00,768,596,1280,1408,768,1191
906,2012-06-30 00:00:00,256,0,256,1152,512,425
907,2012-07-01 00:00:00,0,0,0,0,0,0
908,2012-07-02 00:00:00,1504,0,2240,256,960,1064
909,2012-07-03 00:00:00,768,0,2048,1344,768,425
910,2012-07-04 00:00:00,768,0,2304,1280,1024,198
911,2012-07-05 00:00:00,1280,288,1520,1600,1024,649
912,2012-07-06 00:00:00,1760,1716,1792,1680,1216,430
913,2012-07-07 00:00:00,512,442,512,1152,512,927
914,2012-07-08 00:00:00,0,0,0,0,0,0
915,2012-07-09 00:00:00,1536,682,2176,1264,768,427
916,2012-07-10 00:00:00,768,612,2048,1584,1536,425
917,2012-07-11 00:00:00,1536,0,2048,768,768,425
918,2012-07-12 00:00:00,2048,562,1792,768,1024,629
919,2012-07-13 00:00:00,768,544,1280,896,960,1033
920,2012-07-14 00:00:00,256,306,415,1408,0,826
921,2012-07-15 00:00:00,0,0,0,0,0,0
922,2012-07-16 00:00:00,1536,256,2304,1328,960,649
923,2012-07-17 00:00:00,1280,612,1824,704,1024,654
924,2012-07-18 00:00:00,1024,544,2048,1648,1024,1174
925,2012-07-19 00:00:00,1280,0,1536,1456,1280,431
926,2012-07-20 00:00:00,1280,0,2048,1408,704,927
927,2012-07-21 00:00:00,0,0,256,768,256,887
928,2012-07-22 00:00:00,0,0,0,0,0,0
929,2012-07-23 00:00:00,1280,0,1536,1344,768,864
930,2012-07-24 00:00:00,1504,256,2304,1152,1024,1311
931,2012-07-25 00:00:00,1280,256,2304,1520,768,1539
932,2012-07-26 00:00:00,1536,1872,2304,1024,768,425
933,2012-07-27 00:00:00,512,1088,2624,1312,1024,1719
934,2012-07-28 00:00:00,0,160,1280,1152,0,548
935,2012-07-29 00:00:00,0,0,0,0,0,0
936,2012-07-30 00:00:00,512,492,2048,1440,0,988
937,2012-07-31 00:00:00,1024,746,3104,1072,192,1151
938,2012-08-01 00:00:00,1024,544,2740,832,768,1074
