index,ds,227645,230054,247467,265812,269255,283639
939,2012-08-02 00:00:00,768,1018,2240,1392,704,612
940,2012-08-03 00:00:00,1024,288,2048,1008,960,944
941,2012-08-04 00:00:00,256,426,768,768,512,288
942,2012-08-05 00:00:00,0,0,0,0,0,0
943,2012-08-06 00:00:00,1280,664,512,1392,768,1244
944,2012-08-07 00:00:00,992,1206,512,1024,256,425
945,2012-08-08 00:00:00,1024,0,512,1216,704,939
946,2012-08-09 00:00:00,1536,576,512,1056,256,532
947,2012-08-10 00:00:00,1760,1516,512,800,960,1053
948,2012-08-11 00:00:00,256,2444,0,1376,640,425
949,2012-08-12 00:00:00,0,0,0,0,0,0
950,2012-08-13 00:00:00,992,512,2304,896,704,1306
951,2012-08-14 00:00:00,1536,0,3840,1792,896,1012
952,2012-08-15 00:00:00,768,0,1024,1152,960,0
953,2012-08-16 00:00:00,1248,544,1536,1216,1216,1191
954,2012-08-17 00:00:00,1280,698,2816,1248,1792,1474
955,2012-08-18 00:00:00,0,426,768,1008,1280,1183
956,2012-08-19 00:00:00,0,0,0,0,0,0
957,2012-08-20 00:00:00,1280,682,2304,1248,1024,649
958,2012-08-21 00:00:00,1024,986,2144,1696,736,854
959,2012-08-22 00:00:00,768,544,2048,1008,768,476
960,2012-08-23 00:00:00,1504,512,2048,2048,448,913
961,2012-08-24 00:00:00,960,864,1952,1232,448,1138
962,2012-08-25 00:00:00,256,204,768,1296,768,931
963,2012-08-26 00:00:00,0,0,0,0,0,0
964,2012-08-27 00:00:00,1504,0,2048,1008,1152,425
965,2012-08-28 00:00:00,512,288,1536,1152,896,783
966,2012-08-29 00:00:00,1792,0,1536,1280,1472,1465
967,2012-08-30 00:00:00,1024,0,2048,1456,448,918
968,2012-08-31 00:00:00,992,1002,1792,1200,1344,425
969,2012-09-01 00:00:00,0,288,256,1216,768,1770
970,2012-09-02 00:00:00,0,0,0,0,0,0
971,2012-09-03 00:00:00,1280,576,2560,960,768,820
972,2012-09-04 00:00:00,1024,1622,1792,1728,1088,742
973,2012-09-05 00:00:00,992,0,2304,1632,960,0
974,2012-09-06 00:00:00,1024,544,1792,1680,1664,1277
975,2012-09-07 00:00:00,1280,2688,2048,1728,1664,425
976,2012-09-08 00:00:00,768,512,256,1584,384,931
977,2012-09-09 00:00:00,0,0,0,0,0,0
978,2012-09-10 00:00:00,1024,480,2816,1392,1152,938
979,2012-09-11 00:00:00,1216,0,1792,1488,1088,1484
980,2012-09-12 00:00:00,1024,256,1792,1264,1216,1239
981,2012-09-13 00:00:00,1760,288,2048,1216,1536,986
982,2012-09-14 00:00:00,1536,0,2304,1328,1536,649
983,2012-09-15 00:00:00,512,0,0,1248,1024,929
984,2012-09-16 00:00:00,0,0,0,0,0,0
985,2012-09-17 00:00:00,1504,0,2048,1840,1280,1200
986,2012-09-18 00:00:00,1504,0,2816,2016,1536,635
987,2012-09-19 00:00:00,1024,3360,2432,1888,1216,1511
988,2012-09-20 00:00:00,1536,1408,1536,2000,1216,1138
989,2012-09-21 00:00:00,1024,970,1536,1696,448,1369
990,2012-09-22 00:00:00,256,0,768,2320,448,694
991,2012-09-23 00:00:00,0,0,0,0,0,0
992,2012-09-24 00:00:00,1024,288,2048,1248,984,979
993,2012-09-25 00:00:00,1024,1408,2560,1552,960,927
994,2012-09-26 00:00:00,1536,1900,2816,1264,896,502
995,2012-09-27 00:00:00,992,288,2560,1600,704,527
996,2012-09-28 00:00:00,992,0,1792,880,0,878
997,2012-09-29 00:00:00,0,0,0,0,0,0
998,2012-09-30 00:00:00,0,0,0,0,0,0
999,2012-10-01 00:00:00,0,0,0,0,0,0
1000,2012-10-02 00:00:00,1728,0,512,1152,1536,502
1001,2012-10-03 00:00:00,0,0,512,0,0,0
1002,2012-10-04 00:00:00,768,0,2560,1488,1216,774
1003,2012-10-05 00:00:00,768,970,2048,1792,800,653
1004,2012-10-06 00:00:00,768,1002,0,1456,512,913
1005,2012-10-07 00:00:00,0,0,0,0,0,0
1006,2012-10-08 00:00:00,1280,330,1792,848,704,425
1007,2012-10-09 00:00:00,992,1222,2048,1504,832,681
1008,2012-10-10 00:00:00,1024,1600,2048,1392,1888,431
1009,2012-10-11 00:00:00,1728,832,2048,1376,512,2040
1010,2012-10-12 00:00:00,960,1280,1984,1184,896,702
1011,2012-10-13 00:00:00,0,1732,0,1872,0,1119
1012,2012-10-14 00:00:00,0,0,0,0,0,0
1013,2012-10-15 00:00:00,1024,256,2304,1248,768,425
1014,2012-10-16 00:00:00,1280,970,2688,1440,1280,1303
1015,2012-10-17 00:00:00,1824,576,2976,1776,640,629
1016,2012-10-18 00:00:00,1024,256,2560,1120,960,1110
1017,2012-10-19 00:00:00,1536,1088,2688,1568,896,502
1018,2012-10-20 00:00:00,256,1876,2304,1648,640,1113
1019,2012-10-21 00:00:00,0,0,0,0,0,0
1020,2012-10-22 00:00:00,1024,682,2504,240,0,649
1021,2012-10-23 00:00:00,1024,288,3448,1360,960,788
1022,2012-10-24 00:00:00,1024,0,3008,1520,1472,425
1023,2012-10-25 00:00:00,1280,0,1216,1200,1408,1206
1024,2012-10-26 00:00:00,512,288,2528,1056,1888,1259
1025,2012-10-27 00:00:00,256,0,512,1280,1376,502
1026,2012-10-28 00:00:00,0,0,0,0,0,0
1027,2012-10-29 00:00:00,1024,288,3072,1312,1472,1344
1028,2012-10-30 00:00:00,1008,256,1735,1376,1088,1353
1029,2012-10-31 00:00:00,512,256,3328,1664,1344,927
1030,2012-11-01 00:00:00,1280,1546,2048,1200,704,983
1031,2012-11-02 00:00:00,1792,288,3536,1328,1728,809
1032,2012-11-03 00:00:00,512,0,0,1008,384,1651
1033,2012-11-04 00:00:00,0,0,0,0,0,0
1034,2012-11-05 00:00:00,1280,0,3072,1056,1280,1029
1035,2012-11-06 00:00:00,1536,0,2736,1056,928,927
1036,2012-11-07 00:00:00,1024,0,3440,1120,704,646
1037,2012-11-08 00:00:00,1280,544,2432,1792,896,766
1038,2012-11-09 00:00:00,1024,1376,2752,1296,832,800
1039,2012-11-10 00:00:00,0,628,256,1296,0,921
1040,2012-11-11 00:00:00,0,0,0,0,0,0
1041,2012-11-12 00:00:00,768,288,2848,1344,1024,429
1042,2012-11-13 00:00:00,1024,544,2432,1680,736,1143
1043,2012-11-14 00:00:00,1024,0,1984,1120,1016,1117
1044,2012-11-15 00:00:00,768,0,2560,1824,896,918
1045,2012-11-16 00:00:00,768,0,1792,2208,960,759
1046,2012-11-17 00:00:00,0,0,240,2000,0,919
1047,2012-11-18 00:00:00,0,0,0,0,0,0
1048,2012-11-19 00:00:00,0,0,2496,864,1216,683
1049,2012-11-20 00:00:00,1024,0,2816,384,1216,935
1050,2012-11-21 00:00:00,512,0,2560,864,704,614
1051,2012-11-22 00:00:00,0,0,2176,576,832,425
1052,2012-11-23 00:00:00,512,0,1536,928,960,679
1053,2012-11-24 00:00:00,0,288,0,1920,256,919
1054,2012-11-25 00:00:00,0,0,0,0,0,0
1055,2012-11-26 00:00:00,512,0,2592,1056,768,740
1056,2012-11-27 00:00:00,0,0,2304,1728,1024,553
1057,2012-11-28 00:00:00,448,0,2560,1056,704,927
1058,2012-11-29 00:00:00,0,0,2560,1552,906,1040
1059,2012-11-30 00:00:00,0,0,2560,1264,1152,1155
1060,2012-12-01 00:00:00,0,256,768,1648,0,927
1061,2012-12-02 00:00:00,0,0,0,0,0,0
1062,2012-12-03 00:00:00,0,0,3328,1280,960,425
1063,2012-12-04 00:00:00,256,0,1536,2256,1312,425
1064,2012-12-05 00:00:00,768,0,2048,1072,832,929
1065,2012-12-06 00:00:00,0,442,1792,1248,1585,681
1066,2012-12-07 00:00:00,0,0,2736,1696,1408,689
1067,2012-12-08 00:00:00,0,0,0,2112,1552,1366
1068,2012-12-09 00:00:00,0,0,0,0,0,0
1069,2012-12-10 00:00:00,256,0,1536,1248,1600,425
1070,2012-12-11 00:00:00,768,256,1360,1504,1216,887
1071,2012-12-12 00:00:00,0,0,2816,1488,1152,927
1072,2012-12-13 00:00:00,512,256,2048,864,1376,750
1073,2012-12-14 00:00:00,0,442,1792,1056,1216,1447
1074,2012-12-15 00:00:00,0,256,0,1296,0,425
1075,2012-12-16 00:00:00,0,0,0,0,0,0
1076,2012-12-17 00:00:00,0,0,2776,1312,1664,1370
1077,2012-12-18 00:00:00,0,714,2560,1504,1600,565
1078,2012-12-19 00:00:00,0,698,512,840,192,1387
1079,2012-12-20 00:00:00,0,442,2048,1296,704,850
1080,2012-12-21 00:00:00,0,256,2752,2000,1920,1151
1081,2012-12-22 00:00:00,0,1620,512,1872,1472,1068
1082,2012-12-23 00:00:00,0,0,0,0,0,0
1083,2012-12-24 00:00:00,768,1088,3840,1284,1920,905
1084,2012-12-25 00:00:00,256,0,0,1776,704,352
1085,2012-12-26 00:00:00,1280,1344,2304,1936,1152,681
1086,2012-12-27 00:00:00,1536,1024,2560,1912,896,1289
1087,2012-12-28 00:00:00,256,416,2048,1632,1344,1297
1088,2012-12-29 00:00:00,0,0,256,3012,544,1461
1089,2012-12-30 00:00:00,0,0,0,0,0,0
1090,2012-12-31 00:00:00,0,442,768,0,0,903
1091,2013-01-01 00:00:00,0,0,0,0,0,0
1092,2013-01-02 00:00:00,512,1796,3328,1304,1024,256
1093,2013-01-03 00:00:00,0,1652,2304,2036,1088,256
1094,2013-01-04 00:00:00,448,2282,2752,848,2176,1542
1095,2013-01-05 00:00:00,256,3748,256,1792,1472,770
1096,2013-01-06 00:00:00,0,0,0,0,0,0
1097,2013-01-07 00:00:00,768,2098,3008,1376,1248,1876
1098,2013-01-08 00:00:00,1024,1868,2816,1872,1152,425
1099,2013-01-09 00:00:00,752,1888,2304,1184,2112,1197
1100,2013-01-10 00:00:00,0,2030,2560,1456,1812,1327
1101,2013-01-11 00:00:00,512,4970,3008,1744,1536,927
1102,2013-01-12 00:00:00,0,1480,512,3024,1152,927
1103,2013-01-13 00:00:00,0,0,0,0,0,0
1104,2013-01-14 00:00:00,1024,2860,2816,1168,1536,685
1105,2013-01-15 00:00:00,1024,3010,3072,1552,180,1016
1106,2013-01-16 00:00:00,1248,1802,3348,1584,1792,675
1107,2013-01-17 00:00:00,0,3112,2560,1296,1460,462
1108,2013-01-18 00:00:00,0,3670,3008,1552,1344,512
1109,2013-01-19 00:00:00,0,4730,736,1488,832,1947
1110,2013-01-20 00:00:00,0,0,0,0,0,0
1111,2013-01-21 00:00:00,512,1922,3488,1376,1824,0
1112,2013-01-22 00:00:00,1536,832,2912,1360,768,2294
1113,2013-01-23 00:00:00,0,2112,2560,1104,1664,425
1114,2013-01-24 00:00:00,496,3283,2416,1664,2100,681
1115,2013-01-25 00:00:00,512,3370,3840,1732,2272,1519
1116,2013-01-26 00:00:00,0,3096,512,1672,192,425
1117,2013-01-27 00:00:00,0,0,0,0,0,0
1118,2013-01-28 00:00:00,512,1176,2560,1960,2080,1351
1119,2013-01-29 00:00:00,768,3144,2304,2000,1152,1767
1120,2013-01-30 00:00:00,512,2334,2464,1104,960,1455
1121,2013-01-31 00:00:00,0,2602,3248,912,1824,1177
1122,2013-02-01 00:00:00,736,1274,2752,1744,1376,971
1123,2013-02-02 00:00:00,0,2478,1280,1104,256,900
1124,2013-02-03 00:00:00,0,0,0,0,0,0
1125,2013-02-04 00:00:00,512,1480,2768,1360,1088,432
1126,2013-02-05 00:00:00,256,1408,2304,2160,1140,880
1127,2013-02-06 00:00:00,767,2334,2448,1872,960,1244
1128,2013-02-07 00:00:00,1024,3318,3584,1312,704,425
1129,2013-02-08 00:00:00,512,1816,2060,192,0,2407
1130,2013-02-09 00:00:00,0,0,0,0,0,0
1131,2013-02-10 00:00:00,0,0,0,0,0,0
1132,2013-02-11 00:00:00,0,0,0,0,0,0
1133,2013-02-12 00:00:00,512,3350,512,1840,768,462
1134,2013-02-13 00:00:00,768,1632,2016,880,256,814
1135,2013-02-14 00:00:00,0,3420,1952,1168,256,425
1136,2013-02-15 00:00:00,0,5648,2208,1120,448,972
1137,2013-02-16 00:00:00,0,1226,0,496,0,1092
1138,2013-02-17 00:00:00,0,0,0,0,0,0
1139,2013-02-18 00:00:00,512,2994,2816,1552,192,852
1140,2013-02-19 00:00:00,0,4876,2304,928,256,940
1141,2013-02-20 00:00:00,768,918,2350,1360,704,927
1142,2013-02-21 00:00:00,736,2022,1888,912,564,814
1143,2013-02-22 00:00:00,0,2618,1968,1680,704,510
1144,2013-02-23 00:00:00,0,3258,0,1104,0,971
1145,2013-02-24 00:00:00,0,0,0,0,0,0
1146,2013-02-25 00:00:00,736,1462,2848,1104,192,670
1147,2013-02-26 00:00:00,512,2500,1936,1360,512,1913
1148,2013-02-27 00:00:00,768,1236,2496,1312,896,1453
1149,2013-02-28 00:00:00,768,3642,2816,2912,1396,1367
1150,2013-03-01 00:00:00,0,1802,1024,192,576,0
1151,2013-03-02 00:00:00,0,1568,0,1252,0,826
1152,2013-03-03 00:00:00,0,0,0,0,0,0
1153,2013-03-04 00:00:00,512,1888,2976,1248,1216,1369
1154,2013-03-05 00:00:00,768,2496,2048,1360,1088,427
1155,2013-03-06 00:00:00,0,1292,2560,1536,1216,921
1156,2013-03-07 00:00:00,512,3688,2304,928,1268,713
1157,2013-03-08 00:00:00,1024,3542,2816,928,1152,617
1158,2013-03-09 00:00:00,0,4092,256,1584,0,1559
1159,2013-03-10 00:00:00,0,0,0,0,0,0
1160,2013-03-11 00:00:00,960,2568,2816,944,210,0
1161,2013-03-12 00:00:00,0,2636,1792,928,1183,1698
1162,2013-03-13 00:00:00,736,3186,3328,816,512,425
1163,2013-03-14 00:00:00,496,4168,2176,1600,466,1183
1164,2013-03-15 00:00:00,512,4296,1993,1120,832,425
1165,2013-03-16 00:00:00,0,7224,256,1670,0,1251
1166,2013-03-17 00:00:00,0,0,0,0,0,0
1167,2013-03-18 00:00:00,512,3072,2304,1632,0,1458
1168,2013-03-19 00:00:00,512,2986,2304,912,0,937
1169,2013-03-20 00:00:00,512,2090,2048,1120,512,1017
1170,2013-03-21 00:00:00,512,2508,2048,928,704,1028
1171,2013-03-22 00:00:00,512,4292,3072,1120,832,1237
1172,2013-03-23 00:00:00,0,4000,256,992,0,1183
1173,2013-03-24 00:00:00,0,0,0,0,0,0
1174,2013-03-25 00:00:00,768,2740,2304,1536,512,1187
1175,2013-03-26 00:00:00,512,2106,2304,1120,722,425
1176,2013-03-27 00:00:00,0,3360,3328,864,704,1124
1177,2013-03-28 00:00:00,1024,2296,3315,864,1042,1575
1178,2013-03-29 00:00:00,768,2182,3292,1280,576,616
1179,2013-03-30 00:00:00,0,3738,448,1504,0,619
1180,2013-03-31 00:00:00,0,0,0,0,0,0
1181,2013-04-01 00:00:00,1024,2700,2560,1136,0,1447
1182,2013-04-02 00:00:00,768,1004,2304,672,960,969
1183,2013-04-03 00:00:00,768,2362,2560,1008,960,425
1184,2013-04-04 00:00:00,0,3584,2336,1616,1234,1206
1185,2013-04-05 00:00:00,1248,3822,1792,912,640,681
1186,2013-04-06 00:00:00,0,832,256,1296,0,1231
1187,2013-04-07 00:00:00,0,0,0,0,0,0
1188,2013-04-08 00:00:00,512,1546,2496,1360,210,502
1189,2013-04-09 00:00:00,1024,3044,2560,976,1152,1491
1190,2013-04-10 00:00:00,768,2512,3584,672,1024,927
1191,2013-04-11 00:00:00,512,1732,2816,912,1408,427
1192,2013-04-12 00:00:00,512,1954,2944,1360,512,1001
1193,2013-04-13 00:00:00,0,288,0,480,0,1383
1194,2013-04-14 00:00:00,0,0,0,0,0,0
1195,2013-04-15 00:00:00,0,714,2752,1088,0,510
1196,2013-04-16 00:00:00,0,2686,2304,672,1344,667
1197,2013-04-17 00:00:00,512,3028,2752,864,960,629
1198,2013-04-18 00:00:00,768,1306,1824,1104,1120,1035
1199,2013-04-19 00:00:00,1024,1990,1536,1120,512,425
1200,2013-04-20 00:00:00,0,1120,0,1328,0,463
1201,2013-04-21 00:00:00,0,0,0,0,0,0
1202,2013-04-22 00:00:00,512,864,2304,672,0,1807
1203,2013-04-23 00:00:00,768,1088,2048,1104,1472,1106
1204,2013-04-24 00:00:00,768,1700,2560,864,960,1417
1205,2013-04-25 00:00:00,512,1562,1472,864,992,1229
1206,2013-04-26 00:00:00,768,544,2048,1088,448,1157
1207,2013-04-27 00:00:00,256,0,256,960,0,1167
1208,2013-04-28 00:00:00,0,0,0,0,0,0
1209,2013-04-29 00:00:00,1024,544,2816,1024,0,425
1210,2013-04-30 00:00:00,768,2892,2304,736,1088,675
1211,2013-05-01 00:00:00,768,256,1536,1408,1248,927
1212,2013-05-02 00:00:00,1024,630,2048,672,1376,850
1213,2013-05-03 00:00:00,512,2464,2816,1280,640,1306
1214,2013-05-04 00:00:00,0,1242,0,1408,0,748
1215,2013-05-05 00:00:00,0,0,0,0,0,0
1216,2013-05-06 00:00:00,512,2394,1536,864,256,1323
1217,2013-05-07 00:00:00,256,2956,1280,1248,1375,985
1218,2013-05-08 00:00:00,512,1002,2048,384,832,681
1219,2013-05-09 00:00:00,256,1018,2048,448,1184,852
1220,2013-05-10 00:00:00,512,1140,2816,640,704,681
1221,2013-05-11 00:00:00,0,0,0,432,1184,425
1222,2013-05-12 00:00:00,0,0,0,0,0,0
1223,2013-05-13 00:00:00,512,1002,2304,832,640,1150
1224,2013-05-14 00:00:00,512,3544,2560,256,704,1523
1225,2013-05-15 00:00:00,768,3550,2048,640,896,675
1226,2013-05-16 00:00:00,512,2766,3072,1088,2176,1219
1227,2013-05-17 00:00:00,0,2648,768,0,0,512
1228,2013-05-18 00:00:00,0,2148,0,400,0,681
1229,2013-05-19 00:00:00,0,0,0,0,0,0
1230,2013-05-20 00:00:00,768,714,2560,192,992,1343
1231,2013-05-21 00:00:00,512,3248,2560,640,1472,681
1232,2013-05-22 00:00:00,512,2324,2560,640,960,935
1233,2013-05-23 00:00:00,1024,2714,1792,800,1472,462
1234,2013-05-24 00:00:00,1024,2104,1792,192,256,1727
1235,2013-05-25 00:00:00,256,2122,0,384,0,878
1236,2013-05-26 00:00:00,0,0,0,0,0,0
1237,2013-05-27 00:00:00,768,288,2048,0,0,850
1238,2013-05-28 00:00:00,512,730,2048,640,0,738
1239,2013-05-29 00:00:00,512,2566,1792,640,448,1067
1240,2013-05-30 00:00:00,1024,1578,3072,448,1472,892
1241,2013-05-31 00:00:00,512,1972,1536,640,1536,863
1242,2013-06-01 00:00:00,256,1356,0,448,256,1441
1243,2013-06-02 00:00:00,0,0,0,0,0,0
1244,2013-06-03 00:00:00,512,576,2048,448,1216,670
1245,2013-06-04 00:00:00,1024,2446,2560,0,1472,850
1246,2013-06-05 00:00:00,1024,1392,3328,256,2016,1813
1247,2013-06-06 00:00:00,1024,698,1280,704,256,0
1248,2013-06-07 00:00:00,1024,646,1536,896,960,425
1249,2013-06-08 00:00:00,0,1664,0,192,0,758
1250,2013-06-09 00:00:00,0,0,0,0,0,0
1251,2013-06-10 00:00:00,512,1290,2816,256,960,1266
1252,2013-06-11 00:00:00,512,426,2560,640,1408,766
1253,2013-06-12 00:00:00,256,884,2048,704,1408,1061
1254,2013-06-13 00:00:00,256,1172,2304,192,512,1444
1255,2013-06-14 00:00:00,256,1172,2048,448,896,1170
1256,2013-06-15 00:00:00,0,442,0,512,0,1277
1257,2013-06-16 00:00:00,0,0,0,0,0,0
1258,2013-06-17 00:00:00,512,0,2304,768,256,510
1259,2013-06-18 00:00:00,512,0,2816,416,1216,1729
1260,2013-06-19 00:00:00,768,0,2496,448,1280,427
1261,2013-06-20 00:00:00,512,0,2592,256,1312,425
1262,2013-06-21 00:00:00,992,288,2048,512,512,1627
1263,2013-06-22 00:00:00,0,0,0,496,0,1470
1264,2013-06-23 00:00:00,0,0,0,0,0,0
1265,2013-06-24 00:00:00,768,170,2560,384,256,713
1266,2013-06-25 00:00:00,768,910,2304,512,544,1118
1267,2013-06-26 00:00:00,512,1004,2816,512,1152,669
1268,2013-06-27 00:00:00,1280,468,2304,448,1152,1254
1269,2013-06-28 00:00:00,768,2036,2304,448,960,1143
1270,2013-06-29 00:00:00,0,442,0,512,0,1183
1271,2013-06-30 00:00:00,0,0,0,0,0,0
1272,2013-07-01 00:00:00,1024,622,3072,512,1024,878
1273,2013-07-02 00:00:00,512,0,3584,448,1024,838
1274,2013-07-03 00:00:00,768,0,2484,448,960,1343
1275,2013-07-04 00:00:00,768,436,2688,448,896,969
1276,2013-07-05 00:00:00,1280,288,2016,448,768,1999
1277,2013-07-06 00:00:00,0,288,0,496,0,0
1278,2013-07-07 00:00:00,0,0,0,0,0,0
1279,2013-07-08 00:00:00,1280,864,2304,512,256,873
1280,2013-07-09 00:00:00,1024,1556,3072,256,1216,2222
1281,2013-07-10 00:00:00,992,1408,2592,480,704,1070
1282,2013-07-11 00:00:00,256,1710,2944,512,1408,713
1283,2013-07-12 00:00:00,256,764,2560,448,512,934
1284,2013-07-13 00:00:00,0,0,256,416,0,937
1285,2013-07-14 00:00:00,0,0,0,0,0,0
1286,2013-07-15 00:00:00,1280,468,2496,448,1344,1380
1287,2013-07-16 00:00:00,736,468,3072,512,1216,784
1288,2013-07-17 00:00:00,736,1018,2816,512,1408,1495
1289,2013-07-18 00:00:00,1024,256,2816,448,704,1054
1290,2013-07-19 00:00:00,1024,0,2560,512,1088,480
1291,2013-07-20 00:00:00,0,288,256,384,0,1951
1292,2013-07-21 00:00:00,0,0,0,0,0,0
1293,2013-07-22 00:00:00,992,468,2816,448,512,462
1294,2013-07-23 00:00:00,768,730,1792,256,1408,1124
1295,2013-07-24 00:00:00,1024,180,2816,448,1664,1340
1296,2013-07-25 00:00:00,768,1012,2560,512,704,928
1297,2013-07-26 00:00:00,992,1588,2944,448,544,1753
1298,2013-07-27 00:00:00,0,1088,768,960,0,570
1299,2013-07-28 00:00:00,0,0,0,0,0,0
1300,2013-07-29 00:00:00,480,0,2752,0,0,928
1301,2013-07-30 00:00:00,768,1068,2048,384,256,894
1302,2013-07-31 00:00:00,480,544,3552,384,1152,480
1303,2013-08-01 00:00:00,768,1268,3328,448,512,681
1304,2013-08-02 00:00:00,512,256,3584,640,768,657
1305,2013-08-03 00:00:00,1536,468,768,448,576,496
1306,2013-08-04 00:00:00,0,0,0,0,0,0
1307,2013-08-05 00:00:00,1280,0,512,192,1216,0
1308,2013-08-06 00:00:00,512,0,512,448,960,0
1309,2013-08-07 00:00:00,256,288,1024,384,2272,0
1310,2013-08-08 00:00:00,256,180,768,384,1408,400
1311,2013-08-09 00:00:00,1024,0,1024,384,1152,425
1312,2013-08-10 00:00:00,1280,0,512,384,0,872
1313,2013-08-11 00:00:00,0,0,0,0,0,0
1314,2013-08-12 00:00:00,1248,288,2560,448,1632,1550
1315,2013-08-13 00:00:00,512,1120,2816,448,256,1010
1316,2013-08-14 00:00:00,0,0,2816,384,1280,1694
1317,2013-08-15 00:00:00,0,0,2304,384,0,256
1318,2013-08-16 00:00:00,512,832,2560,512,1152,1241
1319,2013-08-17 00:00:00,2272,1152,512,512,384,1137
1320,2013-08-18 00:00:00,0,0,0,0,0,0
1321,2013-08-19 00:00:00,1024,576,3360,640,768,1116
1322,2013-08-20 00:00:00,512,1376,2560,432,1408,1081
1323,2013-08-21 00:00:00,0,256,2816,512,1696,1370
1324,2013-08-22 00:00:00,512,0,2304,448,704,1106
1325,2013-08-23 00:00:00,768,288,2816,512,960,1726
1326,2013-08-24 00:00:00,1696,896,1024,512,0,853
1327,2013-08-25 00:00:00,0,0,0,0,0,0
1328,2013-08-26 00:00:00,1248,1088,3072,448,704,1636
1329,2013-08-27 00:00:00,224,468,3056,704,1152,425
1330,2013-08-28 00:00:00,0,692,2048,384,960,1048
1331,2013-08-29 00:00:00,256,576,3584,512,704,953
1332,2013-08-30 00:00:00,256,832,3072,512,1088,1360
1333,2013-08-31 00:00:00,0,256,768,416,256,887
1334,2013-09-01 00:00:00,0,0,0,0,0,0
1335,2013-09-02 00:00:00,1280,288,2816,512,768,1261
1336,2013-09-03 00:00:00,512,1408,3072,512,768,1139
1337,2013-09-04 00:00:00,512,468,2816,512,1472,1584
1338,2013-09-05 00:00:00,0,1068,2560,256,1344,850
1339,2013-09-06 00:00:00,1536,544,3584,448,1248,683
1340,2013-09-07 00:00:00,480,1088,768,432,448,1035
1341,2013-09-08 00:00:00,0,0,0,0,0,0
1342,2013-09-09 00:00:00,768,436,2560,448,1152,1069
1343,2013-09-10 00:00:00,736,756,2304,640,1600,969
1344,2013-09-11 00:00:00,1024,832,3072,384,256,1167
1345,2013-09-12 00:00:00,768,832,2336,448,1600,801
1346,2013-09-13 00:00:00,736,256,2304,704,1344,1417
1347,2013-09-14 00:00:00,1024,468,1024,576,256,850
1348,2013-09-15 00:00:00,0,0,0,0,0,0
1349,2013-09-16 00:00:00,768,256,1792,448,1856,881
1350,2013-09-17 00:00:00,0,180,2560,704,960,288
1351,2013-09-18 00:00:00,0,0,0,0,0,0
1352,2013-09-19 00:00:00,0,0,0,0,0,0
1353,2013-09-20 00:00:00,0,0,0,0,0,0
1354,2013-09-21 00:00:00,0,0,0,192,0,927
1355,2013-09-22 00:00:00,0,0,0,0,0,0
1356,2013-09-23 00:00:00,1024,1056,2304,512,960,512
1357,2013-09-24 00:00:00,256,2124,2560,448,512,937
1358,2013-09-25 00:00:00,768,1594,2592,512,512,850
1359,2013-09-26 00:00:00,512,1024,2592,448,448,1106
1360,2013-09-27 00:00:00,1024,1306,1792,512,768,1006
1361,2013-09-28 00:00:00,512,544,256,432,256,1681
1362,2013-09-29 00:00:00,0,0,0,0,0,0
1363,2013-09-30 00:00:00,512,256,2048,512,960,937
1364,2013-10-01 00:00:00,480,1608,3072,512,1024,1074
1365,2013-10-02 00:00:00,1024,800,2304,512,1792,1225
1366,2013-10-03 00:00:00,768,1152,1792,448,0,288
1367,2013-10-04 00:00:00,1024,256,2048,768,1440,1477
1368,2013-10-05 00:00:00,256,468,256,480,256,1001
1369,2013-10-06 00:00:00,0,0,0,0,0,0
1370,2013-10-07 00:00:00,768,0,2304,192,1152,1354
1371,2013-10-08 00:00:00,256,0,2816,512,1792,681
1372,2013-10-09 00:00:00,1024,0,2304,448,192,0
1373,2013-10-10 00:00:00,1024,756,2560,704,512,1706
1374,2013-10-11 00:00:00,768,1696,2816,448,960,1362
1375,2013-10-12 00:00:00,256,980,1536,992,0,1530
1376,2013-10-13 00:00:00,0,0,0,0,0,0
1377,2013-10-14 00:00:00,1280,180,3072,512,1280,1113
1378,2013-10-15 00:00:00,512,544,2848,512,1504,937
1379,2013-10-16 00:00:00,768,0,2528,512,512,1143
1380,2013-10-17 00:00:00,1536,0,3072,448,1664,1970
1381,2013-10-18 00:00:00,256,0,1280,448,1024,1624
1382,2013-10-19 00:00:00,256,0,512,640,256,1427
1383,2013-10-20 00:00:00,0,0,0,0,0,0
1384,2013-10-21 00:00:00,1280,544,3616,512,256,963
1385,2013-10-22 00:00:00,1024,2208,2848,512,768,1085
1386,2013-10-23 00:00:00,768,2906,2048,512,1280,850
1387,2013-10-24 00:00:00,1024,1818,2848,512,704,919
1388,2013-10-25 00:00:00,768,2990,2560,768,896,1330
1389,2013-10-26 00:00:00,0,616,256,256,512,918
1390,2013-10-27 00:00:00,0,0,0,0,0,0
1391,2013-10-28 00:00:00,768,544,2560,752,512,681
1392,2013-10-29 00:00:00,1024,832,3104,512,768,1431
1393,2013-10-30 00:00:00,1280,442,2016,960,832,681
1394,2013-10-31 00:00:00,1024,0,3360,512,864,1643
1395,2013-11-01 00:00:00,1024,256,2784,512,1024,1095
1396,2013-11-02 00:00:00,768,0,1280,640,0,1337
1397,2013-11-03 00:00:00,0,0,0,0,0,0
1398,2013-11-04 00:00:00,512,0,4032,192,960,1033
1399,2013-11-05 00:00:00,1024,0,896,1024,1280,911
