index,ds,1041,1692,1815,1853,1878
1418,2013-11-24 00:00:00,0,0,842,0,0
1419,2013-11-25 00:00:00,4087,10166,43501,5183,4260
1420,2013-11-26 00:00:00,3420,9143,56369,5813,5627
1421,2013-11-27 00:00:00,3678,9587,48404,5975,4071
1422,2013-11-28 00:00:00,5392,10715,57664,5971,3579
1423,2013-11-29 00:00:00,4974,9841,47561,7564,4374
1424,2013-11-30 00:00:00,3710,5216,23308,2956,3010
1425,2013-12-01 00:00:00,0,0,706,0,0
1426,2013-12-02 00:00:00,5152,9768,52098,5912,5465
1427,2013-12-03 00:00:00,5354,12349,55392,5337,7077
1428,2013-12-04 00:00:00,3848,11547,50023,4871,4558
1429,2013-12-05 00:00:00,5234,9625,54776,5691,5105
1430,2013-12-06 00:00:00,5466,10603,60461,6470,4852
1431,2013-12-07 00:00:00,4225,5288,26909,2744,2140
1432,2013-12-08 00:00:00,0,0,110,0,0
1433,2013-12-09 00:00:00,3380,7606,41492,6686,3663
1434,2013-12-10 00:00:00,5451,9857,53221,5299,5935
1435,2013-12-11 00:00:00,3325,10499,56207,5722,5230
1436,2013-12-12 00:00:00,3450,10166,54381,5484,5176
1437,2013-12-13 00:00:00,4329,11637,56890,6724,5136
1438,2013-12-14 00:00:00,2014,6551,26519,2570,3195
1439,2013-12-15 00:00:00,0,0,38,115,0
1440,2013-12-16 00:00:00,2640,10080,48744,4936,4334
1441,2013-12-17 00:00:00,3512,11622,54793,6181,4858
1442,2013-12-18 00:00:00,4532,11568,55142,5881,5914
1443,2013-12-19 00:00:00,3824,10537,59607,4982,5706
1444,2013-12-20 00:00:00,6800,11201,55840,5460,5368
1445,2013-12-21 00:00:00,4015,7635,31361,2584,2478
1446,2013-12-22 00:00:00,0,0,80,0,0
1447,2013-12-23 00:00:00,4138,8966,46771,5841,3845
1448,2013-12-24 00:00:00,5098,13707,69069,6342,4920
1449,2013-12-25 00:00:00,948,1954,12791,1292,404
1450,2013-12-26 00:00:00,3150,12005,51517,5734,4350
1451,2013-12-27 00:00:00,9086,13090,68217,5614,3505
1452,2013-12-28 00:00:00,4026,6683,29599,2013,2735
1453,2013-12-29 00:00:00,0,0,114,0,0
1454,2013-12-30 00:00:00,3294,9776,46399,3650,5713
1455,2013-12-31 00:00:00,3546,9691,52425,1727,7158
1456,2014-01-01 00:00:00,288,576,5502,0,0
1457,2014-01-02 00:00:00,5730,11921,55959,4453,6145
1458,2014-01-03 00:00:00,6482,11149,67065,4975,5992
1459,2014-01-04 00:00:00,6472,7162,30961,4006,5606
1460,2014-01-05 00:00:00,0,0,3210,0,0
1461,2014-01-06 00:00:00,4960,11390,46420,6812,5506
1462,2014-01-07 00:00:00,5288,12955,67219,6328,6982
1463,2014-01-08 00:00:00,8561,12046,59959,5864,6859
1464,2014-01-09 00:00:00,7655,10285,59022,5717,5320
1465,2014-01-10 00:00:00,9204,13135,65571,8114,4513
1466,2014-01-11 00:00:00,7648,6584,32140,4590,3076
1467,2014-01-12 00:00:00,0,0,83,0,0
1468,2014-01-13 00:00:00,5759,11118,54260,7938,5902
1469,2014-01-14 00:00:00,8083,11203,65648,6257,7733
1470,2014-01-15 00:00:00,5824,9096,61974,6015,4655
1471,2014-01-16 00:00:00,7188,11104,60846,6570,7997
1472,2014-01-17 00:00:00,8436,12760,65084,6374,7484
1473,2014-01-18 00:00:00,6052,4924,36212,5056,3745
1474,2014-01-19 00:00:00,0,0,811,0,0
1475,2014-01-20 00:00:00,6964,9202,57481,5856,4285
1476,2014-01-21 00:00:00,4528,11605,64314,6276,8310
1477,2014-01-22 00:00:00,8990,12202,61633,5231,6482
1478,2014-01-23 00:00:00,5732,12093,64115,6027,8339
1479,2014-01-24 00:00:00,10210,12585,62320,5841,6275
1480,2014-01-25 00:00:00,6068,4778,40512,4754,2534
1481,2014-01-26 00:00:00,0,0,391,0,0
1482,2014-01-27 00:00:00,5946,8894,51269,5478,6899
1483,2014-01-28 00:00:00,8850,13209,67386,7547,8698
1484,2014-01-29 00:00:00,7964,7406,49154,3505,5654
1485,2014-01-30 00:00:00,288,0,822,0,0
1486,2014-01-31 00:00:00,0,0,222,0,0
1487,2014-02-01 00:00:00,0,0,343,0,0
1488,2014-02-02 00:00:00,0,0,34,0,0
1489,2014-02-03 00:00:00,4846,10348,42940,4159,5914
1490,2014-02-04 00:00:00,4838,10297,51780,6436,5428
1491,2014-02-05 00:00:00,7932,9642,49572,7031,4157
1492,2014-02-06 00:00:00,7062,10703,45240,7108,4130
1493,2014-02-07 00:00:00,8952,9592,48758,7444,5839
1494,2014-02-08 00:00:00,6772,5376,20419,3892,3164
1495,2014-02-09 00:00:00,0,0,96,0,0
1496,2014-02-10 00:00:00,5263,10673,42576,5230,5252
1497,2014-02-11 00:00:00,7752,9007,51795,7320,5383
1498,2014-02-12 00:00:00,9389,13171,47645,6037,6182
1499,2014-02-13 00:00:00,7905,10081,51443,7093,7474
1500,2014-02-14 00:00:00,9455,10710,53739,7346,6242
1501,2014-02-15 00:00:00,9079,4713,27859,5340,3315
1502,2014-02-16 00:00:00,0,0,94,0,0
1503,2014-02-17 00:00:00,5341,9187,39828,6390,4738
1504,2014-02-18 00:00:00,6930,10967,50425,6188,6588
1505,2014-02-19 00:00:00,7822,10110,47965,6483,6793
1506,2014-02-20 00:00:00,7804,10647,48123,7224,4038
1507,2014-02-21 00:00:00,10743,11304,48913,7102,6011
1508,2014-02-22 00:00:00,8364,4962,23758,4951,3677
1509,2014-02-23 00:00:00,0,0,638,0,0
1510,2014-02-24 00:00:00,8160,8858,39226,6788,4631
1511,2014-02-25 00:00:00,6416,10694,53043,6166,5251
1512,2014-02-26 00:00:00,7686,10253,51473,6088,4492
1513,2014-02-27 00:00:00,9037,9453,50424,6685,4338
1514,2014-02-28 00:00:00,10327,9212,57440,6028,6722
1515,2014-03-01 00:00:00,5112,910,13181,4520,2229
1516,2014-03-02 00:00:00,0,0,140,0,0
1517,2014-03-03 00:00:00,8768,11764,50862,6652,5484
1518,2014-03-04 00:00:00,10322,10600,55046,6274,5626
1519,2014-03-05 00:00:00,8412,10567,53531,6697,4211
1520,2014-03-06 00:00:00,7024,9514,58239,6580,5563
1521,2014-03-07 00:00:00,11968,11265,54957,7373,6081
1522,2014-03-08 00:00:00,9616,5810,22753,5545,2894
1523,2014-03-09 00:00:00,0,0,124,0,0
1524,2014-03-10 00:00:00,7248,10631,49508,6945,4826
1525,2014-03-11 00:00:00,5258,10726,59446,6438,6256
1526,2014-03-12 00:00:00,7493,10295,56065,5937,5274
1527,2014-03-13 00:00:00,7454,11714,52022,7482,6768
1528,2014-03-14 00:00:00,7765,9038,60156,8179,6950
1529,2014-03-15 00:00:00,9608,5532,27932,7213,3020
1530,2014-03-16 00:00:00,0,0,114,0,0
1531,2014-03-17 00:00:00,7176,10401,47544,7313,5486
1532,2014-03-18 00:00:00,8244,11341,60952,6664,5174
1533,2014-03-19 00:00:00,8872,10911,60903,6338,6125
1534,2014-03-20 00:00:00,8147,10189,47671,6913,6012
1535,2014-03-21 00:00:00,12577,13173,56123,7524,6089
1536,2014-03-22 00:00:00,6128,5698,23910,6032,2923
1537,2014-03-23 00:00:00,0,0,649,0,0
1538,2014-03-24 00:00:00,5332,10635,48023,6871,3862
1539,2014-03-25 00:00:00,7064,12424,54919,7712,5354
1540,2014-03-26 00:00:00,8239,10081,56140,7143,5715
1541,2014-03-27 00:00:00,8025,9324,51975,6531,5382
1542,2014-03-28 00:00:00,8297,8725,50370,7271,6614
1543,2014-03-29 00:00:00,5820,4974,33376,6015,3694
1544,2014-03-30 00:00:00,0,0,414,0,0
1545,2014-03-31 00:00:00,8182,10172,43450,6453,3932
1546,2014-04-01 00:00:00,7451,14989,62305,7179,7084
1547,2014-04-02 00:00:00,10232,11466,54380,8283,6647
1548,2014-04-03 00:00:00,7881,10447,57341,7750,4775
1549,2014-04-04 00:00:00,10210,10660,53956,8370,6686
1550,2014-04-05 00:00:00,8930,7127,29402,5460,2525
1551,2014-04-06 00:00:00,0,0,468,504,0
1552,2014-04-07 00:00:00,7144,9814,46269,6981,5038
1553,2014-04-08 00:00:00,7576,12348,53716,6101,5373
1554,2014-04-09 00:00:00,9274,10370,60321,6717,3590
1555,2014-04-10 00:00:00,8971,12811,54604,5914,6656
1556,2014-04-11 00:00:00,6365,12701,55568,6493,9130
1557,2014-04-12 00:00:00,7552,6524,30251,5954,3264
1558,2014-04-13 00:00:00,0,0,60,0,0
1559,2014-04-14 00:00:00,6674,12450,48578,6520,4028
1560,2014-04-15 00:00:00,5531,11464,56941,7174,5356
1561,2014-04-16 00:00:00,8336,12454,56576,7589,6258
1562,2014-04-17 00:00:00,5446,11759,51812,7536,5260
1563,2014-04-18 00:00:00,9651,10298,55509,7961,4505
1564,2014-04-19 00:00:00,7972,6518,31294,5999,2628
1565,2014-04-20 00:00:00,0,0,626,728,0
1566,2014-04-21 00:00:00,6178,11419,43652,6967,5201
1567,2014-04-22 00:00:00,5640,10643,63043,7017,5898
1568,2014-04-23 00:00:00,4111,10590,54948,6429,4704
1569,2014-04-24 00:00:00,6570,13361,59407,8000,5458
1570,2014-04-25 00:00:00,10207,12196,54326,8046,5996
1571,2014-04-26 00:00:00,9560,7360,25806,6554,3684
1572,2014-04-27 00:00:00,0,0,63,668,0
1573,2014-04-28 00:00:00,3191,8973,53742,7300,3285
1574,2014-04-29 00:00:00,4197,14458,63310,6886,8449
1575,2014-04-30 00:00:00,10271,13810,64467,6857,6841
1576,2014-05-01 00:00:00,7248,7522,41451,6035,7315
1577,2014-05-02 00:00:00,10496,11951,73304,6988,7744
1578,2014-05-03 00:00:00,9170,9368,50639,5971,4594
1579,2014-05-04 00:00:00,0,0,383,1893,0
1580,2014-05-05 00:00:00,3334,480,6634,17,224
1581,2014-05-06 00:00:00,1344,384,8499,4117,224
1582,2014-05-07 00:00:00,6664,10692,62589,7920,4814
1583,2014-05-08 00:00:00,8009,15528,65988,7488,5428
1584,2014-05-09 00:00:00,9998,13280,61729,8850,8582
1585,2014-05-10 00:00:00,8485,5581,32056,6905,2850
1586,2014-05-11 00:00:00,0,0,122,762,0
1587,2014-05-12 00:00:00,7045,9987,51005,8091,5909
1588,2014-05-13 00:00:00,6510,12766,53999,7460,7240
1589,2014-05-14 00:00:00,7320,10269,59742,6931,4919
1590,2014-05-15 00:00:00,7412,13540,54478,7770,5112
1591,2014-05-16 00:00:00,9643,12888,63949,7604,5161
1592,2014-05-17 00:00:00,10354,6535,37782,7039,3556
1593,2014-05-18 00:00:00,0,0,121,0,0
1594,2014-05-19 00:00:00,7246,10959,52148,7737,4292
1595,2014-05-20 00:00:00,7453,14439,53247,6778,6584
1596,2014-05-21 00:00:00,6464,12459,66811,7362,5205
1597,2014-05-22 00:00:00,9027,12904,55323,6718,4156
1598,2014-05-23 00:00:00,12173,12648,57090,7305,6129
1599,2014-05-24 00:00:00,6408,4713,31471,7501,2904
1600,2014-05-25 00:00:00,0,0,92,368,0
1601,2014-05-26 00:00:00,5546,9007,48888,8042,3540
1602,2014-05-27 00:00:00,10217,11758,59202,6706,5758
1603,2014-05-28 00:00:00,8302,12071,52336,7515,3538
1604,2014-05-29 00:00:00,8386,11799,58925,6647,5196
1605,2014-05-30 00:00:00,10282,11826,63130,8138,4412
1606,2014-05-31 00:00:00,7535,5608,36501,6795,2587
1607,2014-06-01 00:00:00,0,0,310,404,0
1608,2014-06-02 00:00:00,7044,11134,53053,7619,5382
1609,2014-06-03 00:00:00,6753,13189,63377,7150,7046
1610,2014-06-04 00:00:00,7713,9123,47899,6127,5100
1611,2014-06-05 00:00:00,5831,13372,75823,8035,6934
1612,2014-06-06 00:00:00,2320,3972,24957,5846,4532
1613,2014-06-07 00:00:00,7495,6608,32160,6126,2350
1614,2014-06-08 00:00:00,0,0,154,0,0
1615,2014-06-09 00:00:00,4414,11805,63009,6599,6145
1616,2014-06-10 00:00:00,5419,12213,67950,7347,7989
1617,2014-06-11 00:00:00,7591,11192,61756,6952,6620
1618,2014-06-12 00:00:00,7285,11552,61646,7817,5437
1619,2014-06-13 00:00:00,7102,14138,65724,7888,6992
1620,2014-06-14 00:00:00,7464,7106,33689,7903,3024
1621,2014-06-15 00:00:00,0,0,374,0,0
1622,2014-06-16 00:00:00,4132,10819,57243,8555,3999
1623,2014-06-17 00:00:00,5047,11451,59693,8233,5680
1624,2014-06-18 00:00:00,7686,13908,61127,8796,5790
1625,2014-06-19 00:00:00,4799,10710,57885,7952,7316
1626,2014-06-20 00:00:00,5560,10240,63117,8941,4326
1627,2014-06-21 00:00:00,4457,7972,32185,9622,2794
1628,2014-06-22 00:00:00,0,0,215,884,0
1629,2014-06-23 00:00:00,4748,12241,53081,7641,3838
1630,2014-06-24 00:00:00,3109,11741,58865,7225,5127
1631,2014-06-25 00:00:00,4212,12782,58120,7027,5970
1632,2014-06-26 00:00:00,4478,11881,56358,8202,4936
1633,2014-06-27 00:00:00,5736,9922,61573,8018,5416
1634,2014-06-28 00:00:00,3564,6723,37566,7061,1774
1635,2014-06-29 00:00:00,0,0,110,754,0
1636,2014-06-30 00:00:00,3851,7886,49897,7136,5286
1637,2014-07-01 00:00:00,6951,16988,67274,7155,5788
1638,2014-07-02 00:00:00,4190,11388,59758,8143,6670
1639,2014-07-03 00:00:00,3749,11212,57417,8476,5992
1640,2014-07-04 00:00:00,3924,14411,59935,8564,6161
1641,2014-07-05 00:00:00,3742,6654,31139,7811,2317
1642,2014-07-06 00:00:00,0,0,581,1294,0
1643,2014-07-07 00:00:00,3600,11768,51712,8975,4308
1644,2014-07-08 00:00:00,4724,12060,64592,7518,6081
1645,2014-07-09 00:00:00,2454,11843,61753,6876,3964
1646,2014-07-10 00:00:00,5160,12587,56917,7925,6324
1647,2014-07-11 00:00:00,6685,10996,58567,7369,6458
1648,2014-07-12 00:00:00,5194,7438,33069,6723,4281
1649,2014-07-13 00:00:00,0,0,90,706,0
1650,2014-07-14 00:00:00,4868,9789,55376,7442,4698
1651,2014-07-15 00:00:00,4648,12727,68014,8349,5758
1652,2014-07-16 00:00:00,4842,13402,69026,6423,5343
1653,2014-07-17 00:00:00,4610,10500,59696,6644,4930
1654,2014-07-18 00:00:00,6192,11494,65779,8054,5677
1655,2014-07-19 00:00:00,6152,6572,32866,6055,2762
1656,2014-07-20 00:00:00,0,0,88,272,0
1657,2014-07-21 00:00:00,4406,9981,52345,6906,4294
1658,2014-07-22 00:00:00,4211,11344,64161,7759,4803
1659,2014-07-23 00:00:00,5978,12341,62676,7656,4794
1660,2014-07-24 00:00:00,6611,10935,64627,7316,6577
1661,2014-07-25 00:00:00,6837,12558,60612,7516,6550
1662,2014-07-26 00:00:00,5901,8010,32390,5778,3042
1663,2014-07-27 00:00:00,0,0,107,972,0
1664,2014-07-28 00:00:00,4266,10558,58381,6526,4421
1665,2014-07-29 00:00:00,4622,10817,57209,7179,6111
1666,2014-07-30 00:00:00,5322,11739,52991,6815,4278
1667,2014-07-31 00:00:00,5894,10735,53015,6897,5480
1668,2014-08-01 00:00:00,4384,10697,60364,7109,4448
1669,2014-08-02 00:00:00,4700,4802,29019,7499,5160
1670,2014-08-03 00:00:00,0,0,129,550,0
1671,2014-08-04 00:00:00,3914,9602,50325,5602,4031
1672,2014-08-05 00:00:00,2038,10051,57890,5097,5225
1673,2014-08-06 00:00:00,2788,8555,63270,4815,5883
1674,2014-08-07 00:00:00,2142,10321,56078,5451,5234
1675,2014-08-08 00:00:00,3273,13083,62017,6654,5782
1676,2014-08-09 00:00:00,2308,6668,32425,5474,2023
1677,2014-08-10 00:00:00,0,0,122,1076,0
1678,2014-08-11 00:00:00,2754,11480,53937,7727,4685
1679,2014-08-12 00:00:00,3800,11206,63193,7268,7988
1680,2014-08-13 00:00:00,3430,11019,65635,8076,7845
1681,2014-08-14 00:00:00,4530,14990,72411,7998,6430
1682,2014-08-15 00:00:00,3488,3908,26842,5947,2736
1683,2014-08-16 00:00:00,3323,4888,27559,6672,3234
1684,2014-08-17 00:00:00,0,0,154,0,0
1685,2014-08-18 00:00:00,4429,12137,57140,7394,4600
1686,2014-08-19 00:00:00,4329,13259,74181,8806,5497
1687,2014-08-20 00:00:00,2436,13177,71941,7679,3721
1688,2014-08-21 00:00:00,3822,10421,62510,8259,4493
1689,2014-08-22 00:00:00,5362,12676,67919,8058,8441
1690,2014-08-23 00:00:00,2650,5352,35508,6417,2863
1691,2014-08-24 00:00:00,0,0,65,1140,0
1692,2014-08-25 00:00:00,3684,10676,55645,6851,4532
1693,2014-08-26 00:00:00,5013,11937,70691,6509,5542
1694,2014-08-27 00:00:00,4470,10953,66747,7577,3270
1695,2014-08-28 00:00:00,5610,13623,68390,6053,5137
1696,2014-08-29 00:00:00,5792,12135,63103,7996,7160
1697,2014-08-30 00:00:00,3936,7570,41272,6126,2875
1698,2014-08-31 00:00:00,0,0,296,0,0
1699,2014-09-01 00:00:00,3340,11272,63643,6996,8173
1700,2014-09-02 00:00:00,5866,12418,65139,7546,9626
1701,2014-09-03 00:00:00,5527,14246,65257,7034,7754
1702,2014-09-04 00:00:00,5666,14185,64967,7139,12127
1703,2014-09-05 00:00:00,6401,15095,66551,7501,9100
1704,2014-09-06 00:00:00,2460,1212,16982,328,1250
1705,2014-09-07 00:00:00,0,48,497,0,224
1706,2014-09-08 00:00:00,0,0,26,0,0
1707,2014-09-09 00:00:00,0,0,425,0,0
1708,2014-09-10 00:00:00,456,4343,16870,460,1543
1709,2014-09-11 00:00:00,4902,10804,44293,6074,6379
1710,2014-09-12 00:00:00,8408,12311,54241,6684,7584
1711,2014-09-13 00:00:00,7042,6998,29266,7340,4168
1712,2014-09-14 00:00:00,0,0,331,704,0
1713,2014-09-15 00:00:00,5337,10595,52220,6788,3074
1714,2014-09-16 00:00:00,7159,13153,57373,6927,5101
1715,2014-09-17 00:00:00,4776,11830,51019,7264,4870
1716,2014-09-18 00:00:00,5286,11868,54709,7566,5682
1717,2014-09-19 00:00:00,5577,13550,59469,7554,5349
1718,2014-09-20 00:00:00,6772,5968,28764,5736,3092
1719,2014-09-21 00:00:00,0,0,104,0,0
1720,2014-09-22 00:00:00,7082,11694,47608,6823,5406
1721,2014-09-23 00:00:00,3652,11442,61402,6475,6692
1722,2014-09-24 00:00:00,6152,13222,54787,7411,4318
1723,2014-09-25 00:00:00,2702,14283,56191,7515,5052
1724,2014-09-26 00:00:00,5552,12308,59711,7315,5607
1725,2014-09-27 00:00:00,5096,5500,31187,5139,2841
1726,2014-09-28 00:00:00,0,0,50,0,0
1727,2014-09-29 00:00:00,3266,9612,50850,6312,4541
1728,2014-09-30 00:00:00,5097,12572,58601,7295,4618
1729,2014-10-01 00:00:00,4404,15326,65400,6736,8044
1730,2014-10-02 00:00:00,6137,12886,68970,8350,6132
1731,2014-10-03 00:00:00,2348,3820,31913,5508,3933
1732,2014-10-04 00:00:00,3396,4137,28413,3900,1952
1733,2014-10-05 00:00:00,0,0,122,0,0
1734,2014-10-06 00:00:00,3392,13946,55310,6848,7274
1735,2014-10-07 00:00:00,6078,12266,61161,8174,7426
1736,2014-10-08 00:00:00,10516,15557,71239,8084,7301
1737,2014-10-09 00:00:00,2480,4804,30667,5727,4343
1738,2014-10-10 00:00:00,4234,9850,60939,8197,4264
1739,2014-10-11 00:00:00,6678,6878,38552,3579,2108
1740,2014-10-12 00:00:00,0,0,80,0,0
1741,2014-10-13 00:00:00,4278,11112,58010,6887,5741
1742,2014-10-14 00:00:00,5344,11130,60297,8019,5939
1743,2014-10-15 00:00:00,10500,11819,63099,7103,4118
1744,2014-10-16 00:00:00,5084,12593,61329,6573,5019
1745,2014-10-17 00:00:00,6408,11154,61888,4806,7241
1746,2014-10-18 00:00:00,6412,5248,31697,3086,2764
1747,2014-10-19 00:00:00,0,0,112,0,0
1748,2014-10-20 00:00:00,5518,11873,53267,6863,3628
1749,2014-10-21 00:00:00,5726,12924,66364,6346,5125
1750,2014-10-22 00:00:00,4448,11341,59276,5712,4214
1751,2014-10-23 00:00:00,3714,13028,59811,6678,5770
1752,2014-10-24 00:00:00,3722,9768,59633,7275,5241
1753,2014-10-25 00:00:00,4134,5753,31766,2868,3912
1754,2014-10-26 00:00:00,0,0,80,0,0
1755,2014-10-27 00:00:00,5585,10437,55695,6259,5108
1756,2014-10-28 00:00:00,6781,13622,69053,6963,5003
1757,2014-10-29 00:00:00,4170,12667,60437,6076,4245
1758,2014-10-30 00:00:00,5253,10663,59465,6820,3605
1759,2014-10-31 00:00:00,4560,10795,54203,6898,6538
1760,2014-11-01 00:00:00,4535,5072,28861,1965,2507
1761,2014-11-02 00:00:00,0,0,99,0,0
1762,2014-11-03 00:00:00,4483,12751,55821,5162,5261
1763,2014-11-04 00:00:00,3808,11047,65327,7453,6609
1764,2014-11-05 00:00:00,7234,13229,65582,7120,6607
1765,2014-11-06 00:00:00,6299,11106,58736,6389,5286
1766,2014-11-07 00:00:00,5502,11181,65369,6060,4004
1767,2014-11-08 00:00:00,4748,7018,33091,3791,2893
1768,2014-11-09 00:00:00,0,0,99,0,0
1769,2014-11-10 00:00:00,2899,12656,53021,6594,2995
1770,2014-11-11 00:00:00,5189,12189,66326,6039,5688
1771,2014-11-12 00:00:00,4263,12271,62718,5155,4974
1772,2014-11-13 00:00:00,4206,10580,54663,6715,5309
1773,2014-11-14 00:00:00,8533,9635,58654,5874,4860
1774,2014-11-15 00:00:00,4568,6807,28765,3067,2456
1775,2014-11-16 00:00:00,0,0,311,0,0
1776,2014-11-17 00:00:00,4812,11376,54217,4994,3591
1777,2014-11-18 00:00:00,5715,11128,60904,6180,4608
1778,2014-11-19 00:00:00,7206,11898,63025,6513,5600
1779,2014-11-20 00:00:00,6032,14842,51480,6177,6463
1780,2014-11-21 00:00:00,6004,11635,60736,6074,5966
1781,2014-11-22 00:00:00,3876,6002,29435,2561,3730
1782,2014-11-23 00:00:00,0,0,87,0,0
1783,2014-11-24 00:00:00,3526,9548,46869,6340,4324
1784,2014-11-25 00:00:00,3050,10887,57861,6169,5403
1785,2014-11-26 00:00:00,3617,14939,58443,5889,5375
1786,2014-11-27 00:00:00,4812,11045,50930,5169,7688
1787,2014-11-28 00:00:00,4054,10429,49700,5945,4888
1788,2014-11-29 00:00:00,5176,6418,27215,1555,1244
1789,2014-11-30 00:00:00,21,0,314,0,0
1790,2014-12-01 00:00:00,4526,13079,51778,4763,4922
1791,2014-12-02 00:00:00,3253,11672,62440,5907,5867
1792,2014-12-03 00:00:00,2941,11523,57566,5930,5192
1793,2014-12-04 00:00:00,4624,11292,52209,6386,5561
1794,2014-12-05 00:00:00,4348,13611,54317,6796,6160
1795,2014-12-06 00:00:00,4370,5541,27258,2750,3096
1796,2014-12-07 00:00:00,0,0,131,0,0
1797,2014-12-08 00:00:00,4028,9455,49559,5511,2815
1798,2014-12-09 00:00:00,5122,12554,61545,4639,4210
1799,2014-12-10 00:00:00,5332,10380,51579,6094,5026
1800,2014-12-11 00:00:00,3120,13248,55198,5997,5329
1801,2014-12-12 00:00:00,4246,11901,50118,6839,8099
1802,2014-12-13 00:00:00,1364,5659,23478,1176,3926
1803,2014-12-14 00:00:00,0,0,62,0,0
1804,2014-12-15 00:00:00,3122,11482,49987,4623,6173
1805,2014-12-16 00:00:00,4816,13903,51897,5727,6526
1806,2014-12-17 00:00:00,3874,12014,50670,5989,6787
1807,2014-12-18 00:00:00,4317,12221,58417,6052,6678
1808,2014-12-19 00:00:00,5380,12118,57921,5406,6162
1809,2014-12-20 00:00:00,4636,6382,29329,684,2476
1810,2014-12-21 00:00:00,0,0,96,0,0
1811,2014-12-22 00:00:00,4062,10173,49036,4200,3646
1812,2014-12-23 00:00:00,6246,12114,61725,5319,6165
1813,2014-12-24 00:00:00,9329,15574,66613,5128,6883
1814,2014-12-25 00:00:00,2426,2753,16644,514,3506
1815,2014-12-26 00:00:00,3807,12735,55849,3315,7323
1816,2014-12-27 00:00:00,4212,6084,33229,934,2712
1817,2014-12-28 00:00:00,0,0,117,0,0
1818,2014-12-29 00:00:00,3740,11180,52367,6392,4154
1819,2014-12-30 00:00:00,3612,12063,56537,4274,6928
1820,2014-12-31 00:00:00,4208,7701,44885,2685,6447
1821,2015-01-01 00:00:00,304,402,5569,0,352
1822,2015-01-02 00:00:00,5896,10605,54796,3282,6126
1823,2015-01-03 00:00:00,7252,6876,32513,2289,4268
1824,2015-01-04 00:00:00,0,0,107,0,0
1825,2015-01-05 00:00:00,5023,12418,52312,5768,7094
1826,2015-01-06 00:00:00,6885,13798,62444,6393,8459
1827,2015-01-07 00:00:00,6128,14175,63578,6503,5230
1828,2015-01-08 00:00:00,7044,10548,56171,5524,5289
1829,2015-01-09 00:00:00,8068,13674,57358,7047,6198
1830,2015-01-10 00:00:00,6630,6267,31618,4285,4080
1831,2015-01-11 00:00:00,0,0,288,0,0
1832,2015-01-12 00:00:00,6158,11442,53989,5674,4028
1833,2015-01-13 00:00:00,8856,11321,58351,6389,7151
1834,2015-01-14 00:00:00,6512,14288,58548,5618,7200
1835,2015-01-15 00:00:00,6818,12752,53121,7156,6227
1836,2015-01-16 00:00:00,9220,12939,62422,6172,7101
1837,2015-01-17 00:00:00,6780,6106,32928,3339,2826
1838,2015-01-18 00:00:00,0,0,147,0,0
1839,2015-01-19 00:00:00,5922,12042,52061,6436,8324
1840,2015-01-20 00:00:00,7279,13861,65910,5179,7753
1841,2015-01-21 00:00:00,5320,11669,62637,6539,6929
1842,2015-01-22 00:00:00,5373,10600,59635,5889,5508
1843,2015-01-23 00:00:00,8856,14831,58733,7024,5879
1844,2015-01-24 00:00:00,8822,7498,32032,3783,3470
1845,2015-01-25 00:00:00,0,0,41,0,0
1846,2015-01-26 00:00:00,6571,11506,55642,5303,3640
1847,2015-01-27 00:00:00,8009,10368,60970,6465,6155
1848,2015-01-28 00:00:00,7811,10049,63831,5916,4912
1849,2015-01-29 00:00:00,7670,10735,63868,7222,4770
1850,2015-01-30 00:00:00,7860,14076,60024,6225,6265
1851,2015-01-31 00:00:00,10086,5389,32793,3823,3750
1852,2015-02-01 00:00:00,0,0,63,0,0
1853,2015-02-02 00:00:00,10132,11311,62101,7070,6450
1854,2015-02-03 00:00:00,7506,13162,69308,6427,8277
1855,2015-02-04 00:00:00,8332,14735,67493,7398,7429
1856,2015-02-05 00:00:00,10144,11786,59812,6890,5669
1857,2015-02-06 00:00:00,7082,13652,72939,8233,8028
1858,2015-02-07 00:00:00,10911,6716,35462,4685,2918
1859,2015-02-08 00:00:00,0,0,57,0,0
1860,2015-02-09 00:00:00,8294,14238,58837,7018,6298
1861,2015-02-10 00:00:00,8312,13071,64579,6182,9148
1862,2015-02-11 00:00:00,7402,13013,63551,7153,9138
1863,2015-02-12 00:00:00,9962,14812,63429,6504,8764
1864,2015-02-13 00:00:00,12032,12901,58400,6165,10894
1865,2015-02-14 00:00:00,7894,9304,39171,4154,3596
1866,2015-02-15 00:00:00,0,0,141,0,0
1867,2015-02-16 00:00:00,10394,11400,58834,5964,4095
1868,2015-02-17 00:00:00,13754,11407,52080,4722,9876
1869,2015-02-18 00:00:00,0,0,772,0,224
1870,2015-02-20 00:00:00,0,0,170,0,0
1871,2015-02-21 00:00:00,2562,1234,14745,13,348
1872,2015-02-22 00:00:00,0,0,54,0,0
1873,2015-02-23 00:00:00,8275,12519,53774,6858,3046
1874,2015-02-24 00:00:00,8110,12296,58856,6906,3846
1875,2015-02-25 00:00:00,5998,10333,53487,6256,4144
1876,2015-02-26 00:00:00,9610,10376,50930,5776,4446
1877,2015-02-27 00:00:00,11358,11779,54557,7186,6007
1878,2015-02-28 00:00:00,10646,7322,27936,4816,3342
1879,2015-03-01 00:00:00,0,0,184,0,0
1880,2015-03-02 00:00:00,7670,12851,52886,7863,6243
