index,ds,1041,1692,1815,1853,1878
476,2011-04-25 00:00:00,10292,5672,39423,5972,2522
477,2011-04-26 00:00:00,8240,9724,48455,6233,4770
478,2011-04-27 00:00:00,8802,9789,43449,6491,4209
479,2011-04-28 00:00:00,7202,8508,47239,5966,3298
480,2011-04-29 00:00:00,9098,8964,46607,6827,3582
481,2011-04-30 00:00:00,3792,3819,26914,6976,3826
482,2011-05-01 00:00:00,0,0,1910,0,0
483,2011-05-02 00:00:00,8049,9863,41157,5260,5660
484,2011-05-03 00:00:00,6499,8647,53258,5374,6102
485,2011-05-04 00:00:00,10643,11591,55209,7721,5102
486,2011-05-05 00:00:00,2878,1708,10591,1497,3184
487,2011-05-06 00:00:00,11144,12528,51889,5845,5646
488,2011-05-07 00:00:00,9314,5531,35685,5791,4834
489,2011-05-08 00:00:00,0,0,438,0,0
490,2011-05-09 00:00:00,8615,7440,48009,6090,6473
491,2011-05-10 00:00:00,1564,570,9384,3022,1054
492,2011-05-11 00:00:00,5308,11485,52089,5775,6522
493,2011-05-12 00:00:00,7231,9488,56289,5132,6373
494,2011-05-13 00:00:00,7805,12278,54304,6342,4866
495,2011-05-14 00:00:00,4408,7945,33775,5771,4142
496,2011-05-15 00:00:00,0,0,339,0,0
497,2011-05-16 00:00:00,5090,8722,42737,6054,4608
498,2011-05-17 00:00:00,6592,9581,50324,5634,5101
499,2011-05-18 00:00:00,6539,9443,46151,5798,5141
500,2011-05-19 00:00:00,8030,11476,44533,5625,4591
501,2011-05-20 00:00:00,9051,7710,43498,6921,3183
502,2011-05-21 00:00:00,6109,5524,24016,5064,3282
503,2011-05-22 00:00:00,0,0,433,0,0
504,2011-05-23 00:00:00,7158,6618,39934,6004,2266
505,2011-05-24 00:00:00,7326,11125,53818,6290,3402
506,2011-05-25 00:00:00,7919,8224,50158,4960,3831
507,2011-05-26 00:00:00,8058,9581,43132,5870,3466
508,2011-05-27 00:00:00,7932,9647,45903,6222,4951
509,2011-05-28 00:00:00,4380,5737,32033,3804,3496
510,2011-05-29 00:00:00,0,0,330,0,0
511,2011-05-30 00:00:00,5641,8331,37468,5509,3620
512,2011-05-31 00:00:00,5608,9038,49021,5317,5680
513,2011-06-01 00:00:00,9236,9459,54155,5780,5202
514,2011-06-02 00:00:00,8058,11544,43872,5321,4824
515,2011-06-03 00:00:00,9814,8436,47664,6339,4940
516,2011-06-04 00:00:00,9242,7286,35206,6796,2674
517,2011-06-05 00:00:00,0,0,590,0,0
518,2011-06-06 00:00:00,800,752,6080,1279,32
519,2011-06-07 00:00:00,6247,8027,42890,5454,4280
520,2011-06-08 00:00:00,8596,9543,55440,5753,5952
521,2011-06-09 00:00:00,8179,7470,52790,4911,4434
522,2011-06-10 00:00:00,9830,9075,51833,6170,6279
523,2011-06-11 00:00:00,5708,5135,32276,6281,2620
524,2011-06-12 00:00:00,0,0,463,0,0
525,2011-06-13 00:00:00,8942,10476,43666,6141,4218
526,2011-06-14 00:00:00,6901,8648,53450,5779,4832
527,2011-06-15 00:00:00,7732,9590,47679,5324,3591
528,2011-06-16 00:00:00,8054,9513,48767,4861,5972
529,2011-06-17 00:00:00,8312,10447,50057,4695,3899
530,2011-06-18 00:00:00,8315,6764,30106,7200,1867
531,2011-06-19 00:00:00,0,0,623,0,0
532,2011-06-20 00:00:00,6497,8272,44474,5015,4402
533,2011-06-21 00:00:00,5572,9487,52899,6138,4651
534,2011-06-22 00:00:00,6270,7533,54671,5769,3716
535,2011-06-23 00:00:00,5471,10185,45961,5776,4364
536,2011-06-24 00:00:00,6172,8997,45375,5352,3141
537,2011-06-25 00:00:00,7142,5747,31441,7318,2532
538,2011-06-26 00:00:00,0,0,409,0,0
539,2011-06-27 00:00:00,4470,8827,47437,5065,1928
540,2011-06-28 00:00:00,4498,11698,49241,6150,3034
541,2011-06-29 00:00:00,5388,9067,47912,6259,2340
542,2011-06-30 00:00:00,3898,5949,45601,5413,4033
543,2011-07-01 00:00:00,6653,11983,56886,6377,4984
544,2011-07-02 00:00:00,5030,5490,29002,6724,4846
545,2011-07-03 00:00:00,0,0,466,516,0
546,2011-07-04 00:00:00,3251,7854,45506,5074,3323
547,2011-07-05 00:00:00,6197,9326,49193,6029,5838
548,2011-07-06 00:00:00,4284,8829,48062,5010,4472
549,2011-07-07 00:00:00,3786,8541,40803,5131,4343
550,2011-07-08 00:00:00,6750,11428,42295,5218,5280
551,2011-07-09 00:00:00,2603,3466,27345,5213,2872
552,2011-07-10 00:00:00,0,0,596,0,0
553,2011-07-11 00:00:00,5011,9951,42740,5482,3969
554,2011-07-12 00:00:00,6890,9202,48916,5029,5755
555,2011-07-13 00:00:00,8102,10223,46687,5120,3295
556,2011-07-14 00:00:00,7450,7322,41921,5429,4906
557,2011-07-15 00:00:00,6546,9697,45579,5801,4961
558,2011-07-16 00:00:00,6670,5380,31174,4675,2060
559,2011-07-17 00:00:00,0,0,590,466,0
560,2011-07-18 00:00:00,4590,6432,47624,5875,3404
561,2011-07-19 00:00:00,7155,9332,51720,6175,3537
562,2011-07-20 00:00:00,5304,8991,44958,5828,4200
563,2011-07-21 00:00:00,5910,12574,42803,4668,4792
564,2011-07-22 00:00:00,9294,8626,43788,4901,3368
565,2011-07-23 00:00:00,5845,6625,32869,5676,2699
566,2011-07-24 00:00:00,0,0,408,0,0
567,2011-07-25 00:00:00,4769,8097,46552,4755,3551
568,2011-07-26 00:00:00,5292,8711,50738,5051,4725
569,2011-07-27 00:00:00,7937,7457,40527,4257,3917
570,2011-07-28 00:00:00,7476,8622,42289,5020,3754
571,2011-07-29 00:00:00,6938,8490,39557,5237,4143
572,2011-07-30 00:00:00,7320,5713,30092,6097,1916
573,2011-07-31 00:00:00,0,0,979,794,0
574,2011-08-01 00:00:00,4794,7695,49375,4886,3389
575,2011-08-02 00:00:00,4897,10602,51295,3791,3245
576,2011-08-03 00:00:00,5730,8546,40990,4252,5060
577,2011-08-04 00:00:00,5722,7693,38112,4383,5158
578,2011-08-05 00:00:00,7065,8903,39711,5855,5424
579,2011-08-06 00:00:00,6184,4456,30429,5712,2748
580,2011-08-07 00:00:00,0,0,451,762,0
581,2011-08-08 00:00:00,8462,7157,40361,4137,3346
582,2011-08-09 00:00:00,5705,6868,43403,5317,4805
583,2011-08-10 00:00:00,9365,8380,47897,6097,3907
584,2011-08-11 00:00:00,7398,8440,41158,6249,2380
585,2011-08-12 00:00:00,11826,7767,45148,6192,4366
586,2011-08-13 00:00:00,7335,6410,33712,5086,3256
587,2011-08-14 00:00:00,0,0,920,716,0
588,2011-08-15 00:00:00,192,325,11963,3526,254
589,2011-08-16 00:00:00,8070,8598,52232,5188,3710
590,2011-08-17 00:00:00,8564,11744,53684,5793,5332
591,2011-08-18 00:00:00,7091,10298,42544,6538,4322
592,2011-08-19 00:00:00,7255,8913,41351,6307,4405
593,2011-08-20 00:00:00,4752,5210,33643,5581,3396
594,2011-08-21 00:00:00,0,0,515,0,0
595,2011-08-22 00:00:00,5770,9231,47522,5420,4238
596,2011-08-23 00:00:00,7476,10012,49432,6163,6104
597,2011-08-24 00:00:00,4142,10177,44504,5190,3646
598,2011-08-25 00:00:00,5176,11833,46481,6181,5393
599,2011-08-26 00:00:00,6308,8484,44662,6244,4067
600,2011-08-27 00:00:00,6468,5798,30656,4935,3910
601,2011-08-28 00:00:00,0,0,711,0,0
602,2011-08-29 00:00:00,7562,7242,48896,6427,4548
603,2011-08-30 00:00:00,5536,9403,49114,5673,5320
604,2011-08-31 00:00:00,6428,8358,46780,5266,4538
605,2011-09-01 00:00:00,8900,10247,46848,5553,6064
606,2011-09-02 00:00:00,10040,11585,44877,5050,4662
607,2011-09-03 00:00:00,7290,5035,33519,4617,3852
608,2011-09-04 00:00:00,0,0,630,0,0
609,2011-09-05 00:00:00,4848,8240,47641,6069,5077
610,2011-09-06 00:00:00,9081,9587,58662,6134,6244
611,2011-09-07 00:00:00,10364,8886,58239,5894,6115
612,2011-09-08 00:00:00,12536,9330,48494,5310,7946
613,2011-09-09 00:00:00,8008,7611,54483,6520,2797
614,2011-09-10 00:00:00,1992,1255,19259,1569,2952
615,2011-09-11 00:00:00,0,0,93,0,0
616,2011-09-13 00:00:00,0,0,495,0,160
617,2011-09-14 00:00:00,2212,6550,34631,2116,2778
618,2011-09-15 00:00:00,5748,9634,39738,4938,3564
619,2011-09-16 00:00:00,6582,7676,41590,5274,3267
620,2011-09-17 00:00:00,3866,5580,23783,5410,2664
621,2011-09-18 00:00:00,0,0,323,0,0
622,2011-09-19 00:00:00,4504,7493,40004,4878,3352
623,2011-09-20 00:00:00,6691,9210,49078,6059,4648
624,2011-09-21 00:00:00,6596,9560,39934,5591,4740
625,2011-09-22 00:00:00,6133,8984,41124,6511,3665
626,2011-09-23 00:00:00,8499,9151,44053,6140,3262
627,2011-09-24 00:00:00,3904,4526,23191,4872,3066
628,2011-09-25 00:00:00,0,0,283,740,0
629,2011-09-26 00:00:00,3987,8377,34750,5402,3166
630,2011-09-27 00:00:00,6505,8343,42951,4868,4060
631,2011-09-28 00:00:00,4333,9797,44370,4493,3854
632,2011-09-29 00:00:00,7094,9458,45444,6067,5811
633,2011-09-30 00:00:00,7886,7029,47244,6417,5396
634,2011-10-01 00:00:00,5977,5660,30936,5835,2744
635,2011-10-02 00:00:00,0,0,308,0,0
636,2011-10-03 00:00:00,0,636,1812,827,0
637,2011-10-04 00:00:00,4779,10200,41982,4752,3709
638,2011-10-05 00:00:00,5323,8731,59960,4944,5828
639,2011-10-06 00:00:00,4752,8492,48538,5441,4992
640,2011-10-07 00:00:00,8775,11590,51248,6148,4883
641,2011-10-08 00:00:00,4532,6332,29574,5808,1450
642,2011-10-09 00:00:00,0,0,335,0,0
643,2011-10-10 00:00:00,5269,8086,45799,4211,2587
644,2011-10-11 00:00:00,6009,8576,53498,5845,6034
645,2011-10-12 00:00:00,6971,10688,49719,4986,5922
646,2011-10-13 00:00:00,5070,9894,51866,5740,3905
647,2011-10-14 00:00:00,6727,9792,47958,5813,4520
648,2011-10-15 00:00:00,3097,4930,24250,3995,2648
649,2011-10-16 00:00:00,0,0,302,0,0
650,2011-10-17 00:00:00,5161,6536,46328,4398,3426
651,2011-10-18 00:00:00,7962,9391,49952,5292,5489
652,2011-10-19 00:00:00,4880,11856,51637,4698,4684
653,2011-10-20 00:00:00,5105,8900,47562,3684,3673
654,2011-10-21 00:00:00,5904,7677,50104,3807,3544
655,2011-10-22 00:00:00,4846,5142,25940,2807,1820
656,2011-10-23 00:00:00,0,0,314,0,0
657,2011-10-24 00:00:00,3516,6770,40326,4568,3830
658,2011-10-25 00:00:00,4441,8565,49920,6058,4396
659,2011-10-26 00:00:00,4215,8622,48653,5521,4574
660,2011-10-27 00:00:00,4347,10766,50436,5008,2992
661,2011-10-28 00:00:00,3661,6522,49616,5616,5651
662,2011-10-29 00:00:00,4486,5166,26085,3050,6106
663,2011-10-30 00:00:00,0,0,263,0,0
664,2011-10-31 00:00:00,3376,6596,37340,3932,8146
665,2011-11-01 00:00:00,3638,11342,58387,5562,4639
666,2011-11-02 00:00:00,4557,10071,50452,4442,4588
667,2011-11-03 00:00:00,5838,10401,47461,4326,5070
668,2011-11-04 00:00:00,5925,9892,49736,4619,3881
669,2011-11-05 00:00:00,4362,4159,27945,3991,844
670,2011-11-06 00:00:00,0,0,256,0,0
671,2011-11-07 00:00:00,4812,7824,45795,4828,3326
672,2011-11-08 00:00:00,5780,11045,46788,4808,7495
673,2011-11-09 00:00:00,3865,9655,52566,3927,5160
674,2011-11-10 00:00:00,6184,9946,50391,4021,5864
675,2011-11-11 00:00:00,6033,7580,47074,5288,4727
676,2011-11-12 00:00:00,3754,4138,23678,4179,2828
677,2011-11-13 00:00:00,0,0,234,0,0
678,2011-11-14 00:00:00,5018,8348,40208,4429,2054
679,2011-11-15 00:00:00,5156,11817,45406,5302,5625
680,2011-11-16 00:00:00,7617,9433,47310,4791,4345
681,2011-11-17 00:00:00,6596,7930,41794,4546,4932
682,2011-11-18 00:00:00,4861,9286,49137,4313,4067
683,2011-11-19 00:00:00,1368,4246,22850,3481,1913
684,2011-11-20 00:00:00,30,0,440,0,0
685,2011-11-21 00:00:00,5013,6528,39645,3927,2818
686,2011-11-22 00:00:00,4903,9933,52291,4963,5370
687,2011-11-23 00:00:00,5142,8782,44574,4242,4898
688,2011-11-24 00:00:00,4479,8107,48093,3866,3676
689,2011-11-25 00:00:00,4910,6216,44589,6497,4990
690,2011-11-26 00:00:00,3272,4663,23756,3312,2266
691,2011-11-27 00:00:00,0,0,213,0,0
692,2011-11-28 00:00:00,3456,8452,38789,4384,2872
693,2011-11-29 00:00:00,4973,10108,50062,4216,3348
694,2011-11-30 00:00:00,3947,7558,41143,3486,3829
695,2011-12-01 00:00:00,4476,9852,49711,5672,6507
696,2011-12-02 00:00:00,7524,9126,47464,6155,6736
697,2011-12-03 00:00:00,4012,3288,20284,1973,2546
698,2011-12-04 00:00:00,0,0,323,0,0
699,2011-12-05 00:00:00,5189,7629,37542,3194,4701
700,2011-12-06 00:00:00,4819,10231,48547,3936,5444
701,2011-12-07 00:00:00,3600,11735,43491,4217,6874
702,2011-12-08 00:00:00,2802,9373,44591,4043,6249
703,2011-12-09 00:00:00,5732,9355,49200,4523,7964
704,2011-12-10 00:00:00,2625,4642,24980,2942,2040
705,2011-12-11 00:00:00,0,0,216,0,0
706,2011-12-12 00:00:00,4710,8317,38747,4020,4046
707,2011-12-13 00:00:00,4220,9839,46726,4325,5140
708,2011-12-14 00:00:00,3759,8399,51475,3914,5178
709,2011-12-15 00:00:00,3048,8768,47658,4647,4039
710,2011-12-16 00:00:00,3836,8651,45058,4601,3784
711,2011-12-17 00:00:00,3296,4443,25945,2951,1606
712,2011-12-18 00:00:00,0,0,250,0,0
713,2011-12-19 00:00:00,4456,8163,39872,4094,3494
714,2011-12-20 00:00:00,5263,8818,46578,4749,3651
715,2011-12-21 00:00:00,6363,10448,46651,3499,3862
716,2011-12-22 00:00:00,7551,9737,46589,2800,5497
717,2011-12-23 00:00:00,6326,10034,49569,4037,4570
718,2011-12-24 00:00:00,5084,4996,27767,2346,926
719,2011-12-25 00:00:00,0,0,257,0,0
720,2011-12-26 00:00:00,3885,8526,42141,2945,2720
721,2011-12-27 00:00:00,6239,7640,48875,4472,4985
722,2011-12-28 00:00:00,4880,8477,49824,3546,2792
723,2011-12-29 00:00:00,5397,10148,43047,3918,4611
724,2011-12-30 00:00:00,4044,7283,42093,4464,5190
725,2011-12-31 00:00:00,2314,2070,20447,416,2516
726,2012-01-01 00:00:00,0,0,921,0,0
727,2012-01-02 00:00:00,3698,6817,43605,3981,4261
728,2012-01-03 00:00:00,7404,9380,55149,5146,6722
729,2012-01-04 00:00:00,7476,10255,60890,6096,5082
730,2012-01-05 00:00:00,8688,10248,59200,5229,4738
731,2012-01-06 00:00:00,8788,9398,49639,5079,8598
732,2012-01-07 00:00:00,5779,4394,32229,3899,2406
733,2012-01-08 00:00:00,0,0,380,0,0
734,2012-01-09 00:00:00,9511,7323,45013,4067,6990
735,2012-01-10 00:00:00,6162,12050,57588,4428,7958
736,2012-01-11 00:00:00,9122,10346,53981,5906,5840
737,2012-01-12 00:00:00,9641,9544,54135,5423,8117
738,2012-01-13 00:00:00,11613,9597,52128,7420,4842
739,2012-01-14 00:00:00,5900,5194,28804,5867,2222
740,2012-01-15 00:00:00,0,0,486,0,0
741,2012-01-16 00:00:00,8486,7513,47002,5919,5581
742,2012-01-17 00:00:00,9420,12095,52170,5039,7514
743,2012-01-18 00:00:00,7544,11099,52937,4736,4584
744,2012-01-19 00:00:00,7802,8528,51904,5878,7060
745,2012-01-20 00:00:00,7218,6494,43851,5693,4576
746,2012-01-21 00:00:00,2434,1352,13363,2590,559
747,2012-01-22 00:00:00,0,0,34,0,0
748,2012-01-24 00:00:00,64,0,120,0,0
749,2012-01-25 00:00:00,7442,4985,33640,2309,2628
750,2012-01-26 00:00:00,5358,7080,35155,5461,5522
751,2012-01-27 00:00:00,5608,9923,41924,6459,3790
752,2012-01-28 00:00:00,3758,4315,26644,4650,1323
753,2012-01-29 00:00:00,0,0,310,0,0
754,2012-01-30 00:00:00,4828,8979,37394,4991,3148
755,2012-01-31 00:00:00,5660,9299,43226,5911,6192
756,2012-02-01 00:00:00,6129,10184,49349,4391,4720
757,2012-02-02 00:00:00,6548,7616,48268,5673,6693
758,2012-02-03 00:00:00,5552,7770,47367,6158,6428
759,2012-02-04 00:00:00,6026,3346,22061,5559,1668
760,2012-02-05 00:00:00,0,0,222,0,0
761,2012-02-06 00:00:00,4856,6486,35741,5224,5520
762,2012-02-07 00:00:00,6868,8917,45468,4589,5816
763,2012-02-08 00:00:00,6186,8352,46966,5465,6130
764,2012-02-09 00:00:00,4685,7617,42493,5406,6714
765,2012-02-10 00:00:00,5668,10895,49422,6405,4374
766,2012-02-11 00:00:00,3801,4465,28376,3460,1319
767,2012-02-12 00:00:00,0,0,262,0,0
768,2012-02-13 00:00:00,5838,7773,35435,5215,4652
769,2012-02-14 00:00:00,6219,8024,44844,4749,4808
770,2012-02-15 00:00:00,6346,9102,46211,5276,4577
771,2012-02-16 00:00:00,5880,9740,42679,6192,7254
772,2012-02-17 00:00:00,6238,8829,42693,5778,6064
773,2012-02-18 00:00:00,4108,5294,25525,3051,1644
774,2012-02-19 00:00:00,0,0,394,0,0
775,2012-02-20 00:00:00,6034,6754,39975,4569,3902
776,2012-02-21 00:00:00,7048,9553,48018,4810,5547
777,2012-02-22 00:00:00,6067,10052,51838,4873,3492
778,2012-02-23 00:00:00,4519,11356,42200,5709,5689
779,2012-02-24 00:00:00,6574,9162,53285,5182,4940
780,2012-02-25 00:00:00,7389,4614,25471,3945,1590
781,2012-02-26 00:00:00,0,0,256,0,0
782,2012-02-27 00:00:00,3133,6113,40739,4658,3500
783,2012-02-28 00:00:00,5500,12551,49935,5277,5066
784,2012-02-29 00:00:00,8463,11944,57689,5862,6377
785,2012-03-01 00:00:00,3716,626,10804,2459,352
786,2012-03-02 00:00:00,6872,10132,53224,6488,6691
787,2012-03-03 00:00:00,6754,5228,29209,4911,2196
788,2012-03-04 00:00:00,0,0,282,0,0
789,2012-03-05 00:00:00,6680,7830,40102,7060,4996
790,2012-03-06 00:00:00,7266,9768,57130,5774,5130
791,2012-03-07 00:00:00,8924,9324,51264,5337,5158
792,2012-03-08 00:00:00,7064,7787,55047,5319,5857
793,2012-03-09 00:00:00,5932,8284,50409,7434,5044
794,2012-03-10 00:00:00,5260,5080,29333,6094,2066
795,2012-03-11 00:00:00,0,0,278,164,0
796,2012-03-12 00:00:00,4914,6604,38496,6659,3471
797,2012-03-13 00:00:00,7258,11556,48630,6985,3723
798,2012-03-14 00:00:00,5672,9782,52328,6136,5409
799,2012-03-15 00:00:00,6288,10926,46961,7261,5150
800,2012-03-16 00:00:00,9975,11198,50483,7339,7093
801,2012-03-17 00:00:00,5070,5540,22729,5413,1244
802,2012-03-18 00:00:00,0,0,297,0,0
803,2012-03-19 00:00:00,5682,7220,44566,6268,4544
804,2012-03-20 00:00:00,7508,10499,54593,7497,5542
805,2012-03-21 00:00:00,5442,9179,45622,6928,3076
806,2012-03-22 00:00:00,7204,10002,44195,5304,4375
807,2012-03-23 00:00:00,10647,10189,51067,5810,5246
808,2012-03-24 00:00:00,7136,3031,27140,4743,1600
809,2012-03-25 00:00:00,0,0,279,500,0
810,2012-03-26 00:00:00,5682,10134,36997,7269,4497
811,2012-03-27 00:00:00,6476,12581,55828,6933,4462
812,2012-03-28 00:00:00,6744,12619,48644,7183,4925
813,2012-03-29 00:00:00,7741,9566,45880,6440,4694
814,2012-03-30 00:00:00,5552,10617,47652,6300,4656
815,2012-03-31 00:00:00,5523,3586,23368,4378,984
816,2012-04-01 00:00:00,0,0,896,495,0
817,2012-04-02 00:00:00,6896,7983,42282,5708,4875
818,2012-04-03 00:00:00,9028,7549,50799,5947,5756
819,2012-04-04 00:00:00,6172,10517,51924,5651,4747
820,2012-04-05 00:00:00,6278,10143,50438,4947,4194
821,2012-04-06 00:00:00,11309,13172,51553,6597,4348
822,2012-04-07 00:00:00,6826,3664,23650,5290,1605
823,2012-04-08 00:00:00,0,0,397,0,0
824,2012-04-09 00:00:00,6134,8148,42566,4790,3350
825,2012-04-10 00:00:00,9278,14320,55202,5480,6948
826,2012-04-11 00:00:00,4826,3431,19738,4657,2256
827,2012-04-12 00:00:00,5777,11069,46922,5467,6056
828,2012-04-13 00:00:00,8533,11715,55097,7082,5291
829,2012-04-14 00:00:00,4466,4871,27306,4614,3198
830,2012-04-15 00:00:00,0,384,600,511,0
831,2012-04-16 00:00:00,6526,10016,39075,6264,4408
832,2012-04-17 00:00:00,7196,12359,48804,6362,4774
833,2012-04-18 00:00:00,7006,12076,50161,6115,7142
834,2012-04-19 00:00:00,5086,9462,49793,6814,5249
835,2012-04-20 00:00:00,7710,9181,48865,5959,5606
836,2012-04-21 00:00:00,3050,6373,27709,5959,1494
837,2012-04-22 00:00:00,0,0,612,642,0
838,2012-04-23 00:00:00,5724,9035,42537,5441,3968
839,2012-04-24 00:00:00,8138,11624,48748,6799,5439
840,2012-04-25 00:00:00,9462,9977,48875,7265,3506
841,2012-04-26 00:00:00,5949,12813,54925,6507,5524
842,2012-04-27 00:00:00,9026,10354,57380,6023,4982
843,2012-04-28 00:00:00,5802,6250,28481,6262,1886
844,2012-04-29 00:00:00,0,0,466,616,0
845,2012-04-30 00:00:00,5514,8355,46601,6725,4842
846,2012-05-01 00:00:00,1967,3791,29133,6297,3130
847,2012-05-02 00:00:00,5448,9519,51513,5935,6072
848,2012-05-03 00:00:00,7473,11584,59874,6427,6428
849,2012-05-04 00:00:00,6996,11954,59506,6549,6031
850,2012-05-05 00:00:00,2982,2519,16029,4782,1872
851,2012-05-06 00:00:00,0,0,293,0,0
852,2012-05-07 00:00:00,8130,8234,44058,6076,6007
853,2012-05-08 00:00:00,6594,11108,52563,6725,5330
854,2012-05-09 00:00:00,9151,11018,48010,6567,3832
855,2012-05-10 00:00:00,8706,10990,53927,6797,5496
856,2012-05-11 00:00:00,9220,11220,53663,6532,5060
857,2012-05-12 00:00:00,9088,4043,27564,6185,4076
858,2012-05-13 00:00:00,0,0,213,580,0
859,2012-05-14 00:00:00,8452,8366,45535,6884,5217
860,2012-05-15 00:00:00,6074,9604,50464,7208,4721
861,2012-05-16 00:00:00,7417,9565,50292,8157,4764
862,2012-05-17 00:00:00,6488,12665,45341,6785,5290
863,2012-05-18 00:00:00,8748,10382,47468,8421,3259
864,2012-05-19 00:00:00,5832,5736,31330,6644,3134
865,2012-05-20 00:00:00,148,0,313,0,0
866,2012-05-21 00:00:00,6902,9530,37894,6397,4275
867,2012-05-22 00:00:00,8776,9612,51374,6501,3722
868,2012-05-23 00:00:00,7136,10141,49932,6336,4620
869,2012-05-24 00:00:00,6904,9256,47916,6257,4076
870,2012-05-25 00:00:00,12747,11747,55074,8597,4596
871,2012-05-26 00:00:00,7870,6162,33934,6661,3122
872,2012-05-27 00:00:00,0,0,283,772,0
873,2012-05-28 00:00:00,0,352,3400,4925,0
874,2012-05-29 00:00:00,7742,9329,42838,6988,2732
875,2012-05-30 00:00:00,8294,10152,55853,6585,3310
876,2012-05-31 00:00:00,7819,10834,46535,6643,5452
877,2012-06-01 00:00:00,9266,11494,63655,7146,4854
878,2012-06-02 00:00:00,7984,4820,28628,7785,1870
879,2012-06-03 00:00:00,0,0,271,796,0
880,2012-06-04 00:00:00,7712,9040,43615,6683,3530
881,2012-06-05 00:00:00,11202,12294,69167,7097,7401
882,2012-06-06 00:00:00,2230,2572,13587,7007,1462
883,2012-06-07 00:00:00,7044,10091,57273,7259,6347
884,2012-06-08 00:00:00,10372,12273,64296,7653,5161
885,2012-06-09 00:00:00,7399,5718,26927,7583,3496
886,2012-06-10 00:00:00,0,0,332,1001,0
887,2012-06-11 00:00:00,5773,8677,49758,6391,5989
888,2012-06-12 00:00:00,5145,13029,54794,6798,3435
889,2012-06-13 00:00:00,8802,8049,55124,7621,5386
890,2012-06-14 00:00:00,5330,11211,52585,7177,5236
891,2012-06-15 00:00:00,7454,11991,54038,7872,3822
892,2012-06-16 00:00:00,7321,3709,28557,6741,2602
893,2012-06-17 00:00:00,0,0,383,0,0
894,2012-06-18 00:00:00,7695,6658,44946,6266,4234
895,2012-06-19 00:00:00,6903,9664,60014,7107,4448
896,2012-06-20 00:00:00,4736,12561,57568,6669,5496
897,2012-06-21 00:00:00,6752,13074,52924,6457,6952
898,2012-06-22 00:00:00,6040,9578,57045,6608,7634
899,2012-06-23 00:00:00,5271,5225,30933,6243,6532
900,2012-06-24 00:00:00,0,0,404,0,0
901,2012-06-25 00:00:00,4220,8218,45132,5548,5868
902,2012-06-26 00:00:00,4764,11235,52276,6726,3469
903,2012-06-27 00:00:00,4926,10360,55154,6250,2188
904,2012-06-28 00:00:00,6182,10825,56809,7563,3612
905,2012-06-29 00:00:00,2964,12169,58459,7112,2712
906,2012-06-30 00:00:00,3088,4664,31492,8250,976
907,2012-07-01 00:00:00,148,0,1349,1356,0
908,2012-07-02 00:00:00,6034,9812,45803,6404,4771
909,2012-07-03 00:00:00,3559,9975,57297,7021,5766
910,2012-07-04 00:00:00,4380,11274,54400,6487,5346
911,2012-07-05 00:00:00,3616,10518,50996,7464,3060
912,2012-07-06 00:00:00,5394,11648,53831,7587,3424
913,2012-07-07 00:00:00,1906,5392,31711,7290,1985
914,2012-07-08 00:00:00,0,0,388,504,0
915,2012-07-09 00:00:00,5823,8793,42875,6619,2960
916,2012-07-10 00:00:00,6548,12039,58849,7291,5482
917,2012-07-11 00:00:00,4620,11852,57262,6730,3178
918,2012-07-12 00:00:00,6302,11274,52199,6922,3704
919,2012-07-13 00:00:00,4214,9991,53631,7248,3867
920,2012-07-14 00:00:00,2730,4880,33593,8180,990
921,2012-07-15 00:00:00,0,0,381,811,0
922,2012-07-16 00:00:00,5590,10882,48573,6056,2826
923,2012-07-17 00:00:00,4738,13300,54945,7188,6991
924,2012-07-18 00:00:00,4395,12982,51962,6705,4210
925,2012-07-19 00:00:00,3017,9514,53233,5839,4580
926,2012-07-20 00:00:00,5002,11225,60393,7901,3830
927,2012-07-21 00:00:00,3676,7008,27301,6448,1871
928,2012-07-22 00:00:00,0,0,367,0,0
929,2012-07-23 00:00:00,4092,7509,45683,6587,2991
930,2012-07-24 00:00:00,5470,9392,60162,6048,4951
931,2012-07-25 00:00:00,3769,10240,54240,6922,4290
932,2012-07-26 00:00:00,6050,8749,51948,6363,4626
933,2012-07-27 00:00:00,6872,9847,55870,7101,3761
934,2012-07-28 00:00:00,4393,4907,29437,7387,2158
935,2012-07-29 00:00:00,160,0,589,1490,0
936,2012-07-30 00:00:00,4102,8586,44596,6803,1838
937,2012-07-31 00:00:00,4265,10040,48659,5436,3547
938,2012-08-01 00:00:00,4827,11817,61177,5181,1989
939,2012-08-02 00:00:00,6149,6881,46870,4875,3066
940,2012-08-03 00:00:00,4223,9342,56084,5340,3442
941,2012-08-04 00:00:00,3184,4814,29270,5178,1208
942,2012-08-05 00:00:00,0,0,369,1448,0
943,2012-08-06 00:00:00,3662,7555,44871,6449,3576
944,2012-08-07 00:00:00,4400,11116,55654,7638,6520
945,2012-08-08 00:00:00,4075,10647,47269,5893,5316
946,2012-08-09 00:00:00,3518,9435,49206,7211,5107
947,2012-08-10 00:00:00,6185,10649,60418,7550,3680
948,2012-08-11 00:00:00,5162,6194,27880,6974,2112
949,2012-08-12 00:00:00,0,0,239,1688,0
950,2012-08-13 00:00:00,4568,7900,42340,7406,2770
951,2012-08-14 00:00:00,4642,11870,66735,6312,6857
952,2012-08-15 00:00:00,760,2760,17317,5519,1808
953,2012-08-16 00:00:00,3276,12104,66533,7187,4282
